section_id,subpart_id,part_id,section_number,section_title,section_text,source_document
DFARS-S227.7105-1,DFARS-SP227.71,DFARS-P227,227.7105-1,General.,,KB 2/USA/DFARS.pdf
DFARS-S227.7105-2,DFARS-SP227.71,DFARS-P227,227.7105-2,Acquisition of existing works without modification.,,KB 2/USA/DFARS.pdf
DFARS-S227.7105-3,DFARS-SP227.71,DFARS-P227,227.7105-3,Acquisition of modified existing works.,"Use the clause at 252.227-7020 , Rights in Special Works, in solicitations and contracts for modified existing works in lieu of the clause at 252.227-7021 , Rights in Data–Existing Works. 227.7106 DEFENSE FEDERAL ACQUISITION REGULATION",KB 2/USA/DFARS.pdf
DFARS-S227.7106,DFARS-SP227.71,DFARS-P227,227.7106,Contracts for special works.,,KB 2/USA/DFARS.pdf
DFARS-S227.7107,DFARS-SP227.71,DFARS-P227,227.7107,Contracts for architect-engineer services.,"This section sets forth policies and procedures, pertaining to data, copyrights, and restricted designs unique to the acquisition of construction and architect engineer services.",KB 2/USA/DFARS.pdf
DFARS-S227.7107-1,DFARS-SP227.71,DFARS-P227,227.7107-1,Architectural designs and data clauses for architect-engineer or construction contracts.,,KB 2/USA/DFARS.pdf
DFARS-S227.7107-2,DFARS-SP227.71,DFARS-P227,227.7107-2,Contracts for construction supplies and research and development work.,Use the provisions and clauses required by 227.7103-6 and 227.7203-6 when the acquisition is limited to—,KB 2/USA/DFARS.pdf
DFARS-S227.7107-3,DFARS-SP227.71,DFARS-P227,227.7107-3,Approval of restricted designs.,"The clause at 252.227-7024 , Notice and Approval of Restricted Designs, may be included in architect-engineer contracts to permit the Government to make informed decisions concerning noncompetitive aspects of the design.",KB 2/USA/DFARS.pdf
DFARS-S227.7108,DFARS-SP227.71,DFARS-P227,227.7108,Contractor data repositories.,,KB 2/USA/DFARS.pdf
DFARS-S227.7200,DFARS-SP227.72,DFARS-P227,227.7200,Scope of subpart.,,KB 2/USA/DFARS.pdf
DFARS-S227.7201,DFARS-SP227.72,DFARS-P227,227.7201,Definitions.,,KB 2/USA/DFARS.pdf
DFARS-S227.7202,DFARS-SP227.72,DFARS-P227,227.7202,Commercial computer software and commercial computer software documentation.,,KB 2/USA/DFARS.pdf
DFARS-S227.7202-1,DFARS-SP227.72,DFARS-P227,227.7202-1,Policy.,,KB 2/USA/DFARS.pdf
DFARS-S227.7202-2,DFARS-SP227.72,DFARS-P227,227.7202-2,Reserved.,,KB 2/USA/DFARS.pdf
DFARS-S227.7202-3,DFARS-SP227.72,DFARS-P227,227.7202-3,Rights in commercial computer software or commercial computer software documentation.,,KB 2/USA/DFARS.pdf
DFARS-S227.7202-4,DFARS-SP227.72,DFARS-P227,227.7202-4,Contract clause.,"A specific contract clause governing the Government's rights in commercial computer software or commercial computer software documentation is not prescribed. As required by 227.7202-3 , the Government’s rights to use, modify, reproduce, release, perform, display, or disclose computer software or computer software documentation shall be identified in a license agreement.",KB 2/USA/DFARS.pdf
DFARS-S227.7203,DFARS-SP227.72,DFARS-P227,227.7203,Other than commercial computer software and other than commercial computer software documentation.,,KB 2/USA/DFARS.pdf
DFARS-S227.7203-1,DFARS-SP227.72,DFARS-P227,227.7203-1,Policy.,,KB 2/USA/DFARS.pdf
DFARS-S227.7203-2,DFARS-SP227.72,DFARS-P227,227.7203-2,Acquisition of other than commercial computer software and computer software documentation and,associated rights.,KB 2/USA/DFARS.pdf
DFARS-S227.7203-3,DFARS-SP227.72,DFARS-P227,227.7203-3,Early identification of computer software or computer software documentation to be furnished to the,"Government with restrictions on use, reproduction, or disclosure.",KB 2/USA/DFARS.pdf
DFARS-S227.7203-4,DFARS-SP227.72,DFARS-P227,227.7203-4,License rights.,,KB 2/USA/DFARS.pdf
DFARS-S227.7203-5,DFARS-SP227.72,DFARS-P227,227.7203-5,Government rights.,"The standard license rights in computer software that a licensor grants to the Government are unlimited rights, government purpose rights, or restricted rights. The standard license in computer software documentation conveys unlimited rights. Those rights are defined in the clause at 252.227-7014 , Rights in Other Than Commercial Computer Software and Other Than Commercial Computer Software Documentation. In unusual situations, the standard rights may not satisfy the Government's needs or the Government may be willing to accept lesser rights in return for other consideration. In those cases, a special license may be negotiated. However, the licensor is not obligated to provide the Government greater rights and the contracting officer is not required to accept lesser rights than the rights provided in the standard grant of license. The situations under which a particular grant of license applies are enumerated in paragraphs (a) through (d) of this subsection.",KB 2/USA/DFARS.pdf
DFARS-S227.7203-6,DFARS-SP227.72,DFARS-P227,227.7203-6,Solicitation provisions and contract clauses.,,KB 2/USA/DFARS.pdf
DFARS-S227.7203-8,DFARS-SP227.72,DFARS-P227,227.7203-8,Deferred delivery and deferred ordering of computer software and computer software documentation.,,KB 2/USA/DFARS.pdf
DFARS-S227.7203-9,DFARS-SP227.72,DFARS-P227,227.7203-9,Copyright.,,KB 2/USA/DFARS.pdf
DFARS-S227.7203-10,DFARS-SP227.72,DFARS-P227,227.7203-10,Contractor identification and marking of computer software or computer software documentation to be,furnished with restrictive markings.,KB 2/USA/DFARS.pdf
DFARS-S227.7203-11,DFARS-SP227.72,DFARS-P227,227.7203-11,Contractor procedures and records.,,KB 2/USA/DFARS.pdf
DFARS-S227.7203-12,DFARS-SP227.72,DFARS-P227,227.7203-12,Government right to establish conformity of markings.,,KB 2/USA/DFARS.pdf
DFARS-S227.7203-13,DFARS-SP227.72,DFARS-P227,227.7203-13,"Government right to review, verify, challenge, and validate asserted restrictions.",,KB 2/USA/DFARS.pdf
DFARS-S227.7203-14,DFARS-SP227.72,DFARS-P227,227.7203-14,"Conformity, acceptance, and warranty of computer software and computer software documentation.",,KB 2/USA/DFARS.pdf
DFARS-S227.7203-15,DFARS-SP227.72,DFARS-P227,227.7203-15,Subcontractor rights in computer software or computer software documentation.,,KB 2/USA/DFARS.pdf
DFARS-S227.7203-16,DFARS-SP227.72,DFARS-P227,227.7203-16,"Providing computer software or computer software documentation to foreign governments, foreign","contractors, or international organizations. Computer software or computer software documentation may be released or disclosed to foreign governments, foreign contractors, or international organizations only if release or disclosure is otherwise permitted both by Federal export controls and other national security laws or regulations. Subject to such laws and regulations, the Department of Defense—",KB 2/USA/DFARS.pdf
DFARS-S227.7203-17,DFARS-SP227.72,DFARS-P227,227.7203-17,Overseas contracts with foreign sources.,,KB 2/USA/DFARS.pdf
DFARS-S227.7204,DFARS-SP227.72,DFARS-P227,227.7204,Contracts under the Small Business Innovation Research Program.,"When contracting under the Small Business Innovation Research Program, follow the procedures at 227.7104 .",KB 2/USA/DFARS.pdf
DFARS-S227.7205,DFARS-SP227.72,DFARS-P227,227.7205,Contracts for special works.,,KB 2/USA/DFARS.pdf
DFARS-S227.7206,DFARS-SP227.72,DFARS-P227,227.7206,Contracts for architect-engineer services.,Follow 227.7107 when contracting for architect-engineer services.,KB 2/USA/DFARS.pdf
DFARS-S227.7207,DFARS-SP227.72,DFARS-P227,227.7207,Contractor data repositories.,Follow 227.7108 when it is in the Government's interests to have a data repository include computer software or to have a separate computer software repository. Contractual instruments establishing the repository requirements must appropriately reflect the repository manager's software responsibilities.,KB 2/USA/DFARS.pdf
DFARS-S228.102,DFARS-SP228.1,DFARS-P228,228.102,Performance and payment bonds and alternative payment protections for construction contracts.,,KB 2/USA/DFARS.pdf
DFARS-S228.102-1,DFARS-SP228.1,DFARS-P228,228.102-1,General.,"The requirement for performance and payment bonds is waived for cost-reimbursement contracts. However, for cost-type contracts with fixed-price construction subcontracts over $40,000, require the prime contractor to obtain from each of its construction subcontractors performance and payment protections in favor of the prime contractor as follows:",KB 2/USA/DFARS.pdf
DFARS-S228.102-70,DFARS-SP228.1,DFARS-P228,228.102-70,Defense Environmental Restoration Program construction contracts.,For Defense Environmental Restoration Program construction contracts entered into pursuant to 10 U.S.C. 2701—,KB 2/USA/DFARS.pdf
DFARS-S228.105,DFARS-SP228.1,DFARS-P228,228.105,Other types of bonds.,Fidelity and forgery bonds generally are not required but are authorized for use when—,KB 2/USA/DFARS.pdf
DFARS-S228.106,DFARS-SP228.1,DFARS-P228,228.106,Administration.,,KB 2/USA/DFARS.pdf
DFARS-S228.106-7,DFARS-SP228.1,DFARS-P228,228.106-7,Withholding contract payments.,,KB 2/USA/DFARS.pdf
DFARS-S228.304,DFARS-SP228.3,DFARS-P228,228.304,Risk-pooling arrangements.,"DoD has established the National Defense Projects Rating Plan, also known as the Special Casualty Insurance Rating Plan, as a risk-pooling arrangement to minimize the cost to the Government of purchasing the liability insurance listed in FAR 28.307-2. Use the plan in accordance with the procedures at PGI 228.304 when it provides the necessary coverage more advantageously than commercially available coverage.",KB 2/USA/DFARS.pdf
DFARS-S228.305,DFARS-SP228.3,DFARS-P228,228.305,Overseas workers' compensation and war-hazard insurance.,,KB 2/USA/DFARS.pdf
DFARS-S228.307,DFARS-SP228.3,DFARS-P228,228.307,Insurance under cost-reimbursement contracts.,,KB 2/USA/DFARS.pdf
DFARS-S228.307-1,DFARS-SP228.3,DFARS-P228,228.307-1,Group insurance plans.,The Defense Department Group Term Insurance Plan is available for contractor use under cost-reimbursement type contracts when approved as provided in department or agency regulations. A contractor is eligible if—,KB 2/USA/DFARS.pdf
DFARS-S228.311,DFARS-SP228.3,DFARS-P228,228.311,Solicitation provision and contract clause on liability insurance under cost-reimbursement contracts.,,KB 2/USA/DFARS.pdf
DFARS-S228.311-1,DFARS-SP228.3,DFARS-P228,228.311-1,Contract clause.,"Use the clause at FAR 52.228-7, Insurance—Liability to Third Persons, in solicitations and contracts, other than those for construction and those for architect-engineer services, when a cost-reimbursement contract is contemplated, unless the head of the contracting activity waives the requirement for use of the clause.",KB 2/USA/DFARS.pdf
DFARS-S228.370,DFARS-SP228.3,DFARS-P228,228.370,Ground and flight risk.,,KB 2/USA/DFARS.pdf
DFARS-S228.370-1,DFARS-SP228.3,DFARS-P228,228.370-1,Definitions.,"As used in this section— “Aircraft” means,unless otherwise provided in the contract Schedule, any item, other than a rocket or missile, intended for flight (e.g., fixed-winged aircraft, blended wing/lifting bodies, helicopters, vertical take-off or landing aircraft, lighter-than- air airships, and unmanned aerial vehicles), including emerging technologies that would commonly be considered aircraft. New production articles become aircraft at a stage of manufacture or production when a wing, portion of a wing, or engine is attached to a fuselage. Blended wing/lifting bodies become aircraft at a stage of manufacture or production when the center portion and a lifting surface become attached. “Civil aircraft” means an aircraft other than a public aircraft or state aircraft. “Contractor managerial personnel” means the contractor’s directors, officers, managers, superintendents, or equivalent representatives who have supervision or direction of—",KB 2/USA/DFARS.pdf
DFARS-S228.370-2,DFARS-SP228.3,DFARS-P228,228.370-2,General.,,KB 2/USA/DFARS.pdf
DFARS-S228.370-3,DFARS-SP228.3,DFARS-P228,228.370-3,Aircraft not owned by or to be delivered to the Government.,,KB 2/USA/DFARS.pdf
DFARS-S228.371,DFARS-SP228.3,DFARS-P228,228.371,Additional clauses.,,KB 2/USA/DFARS.pdf
DFARS-S229.101,DFARS-SP229.1,DFARS-P229,229.101,Resolving tax problems.,,KB 2/USA/DFARS.pdf
DFARS-S229.170,DFARS-SP229.1,DFARS-P229,229.170,Reporting of foreign taxation on U.S. assistance programs.,,KB 2/USA/DFARS.pdf
DFARS-S229.170-1,DFARS-SP229.1,DFARS-P229,229.170-1,Definition.,"“Commodities,” as used in this section, means any materials, articles, supplies, goods, or equipment.",KB 2/USA/DFARS.pdf
DFARS-S229.170-2,DFARS-SP229.1,DFARS-P229,229.170-2,Policy.,,KB 2/USA/DFARS.pdf
DFARS-S229.170-3,DFARS-SP229.1,DFARS-P229,229.170-3,Reports.,The contracting officer shall submit a report to the designated Security Assistance Office when a foreign government or entity imposes tax or customs duties on commodities acquired under contracts or subcontracts meeting the criteria of 229.170-2 (b)(1). Follow the procedures at PGI 229.170-3 for submission of reports.,KB 2/USA/DFARS.pdf
DFARS-S229.170-4,DFARS-SP229.1,DFARS-P229,229.170-4,Contract clause.,"Use the clause at 252.229-7011 , Reporting of Foreign Taxes – U.S. Assistance Programs, in solicitations and contracts funded with U.S. assistance appropriations provided in the annual foreign operations appropriations act.",KB 2/USA/DFARS.pdf
DFARS-S229.204,DFARS-SP229.2,DFARS-P229,229.204,Federal excise tax on specific foreign contract payments.,"The contracting officer shall not authorize the Governmentwide commercial purchase card as a method of payment during any contract period of performance if the contract includes the clause at FAR 52.229-12, Tax on Certain Foreign Procurements, unless the contract also includes the clause at 252.229-7014, Full Exemption from Two-Percent Excise Tax on Certain Foreign Procurements, indicating that the contractor is fully exempt from the tax.",KB 2/USA/DFARS.pdf
DFARS-S229.402,DFARS-SP229.4,DFARS-P229,229.402,Foreign contracts.,,KB 2/USA/DFARS.pdf
DFARS-S229.402-70,DFARS-SP229.4,DFARS-P229,229.402-70,Additional provisions and clauses.,,KB 2/USA/DFARS.pdf
DFARS-S230.201,DFARS-SP230.2,DFARS-P230,230.201,Contract requirements.,,KB 2/USA/DFARS.pdf
DFARS-S230.201-5,DFARS-SP230.2,DFARS-P230,230.201-5,Waiver.,,KB 2/USA/DFARS.pdf
DFARS-S231.100,DFARS-SP231.1,DFARS-P231,231.100,Scope of subpart.,,KB 2/USA/DFARS.pdf
DFARS-S231.100-70,DFARS-SP231.1,DFARS-P231,231.100-70,Contract clause.,"Use the clause at 252.231-7000 , Supplemental Cost Principles, in all solicitations and contracts, which are subject to the principles and procedures described in FAR Subparts 31.1, 31.2, 31.6, and 31.7. When awarding qualified contracts in conjunction with the conveyance of a utility system under 10 U.S.C. 2688, ""Utility Systems: Conveyance Authority,"" see DoD Class Deviation 2011-O0006, Utilities Privatization –Class Deviation from FAR Part 31, dated March 31, 2011. This deviation is effective until incorporated into the DFARS or rescinded.",KB 2/USA/DFARS.pdf
DFARS-S231.205,DFARS-SP231.2,DFARS-P231,231.205,Selected costs.,,KB 2/USA/DFARS.pdf
DFARS-S231.205-1,DFARS-SP231.2,DFARS-P231,231.205-1,Public relations and advertising costs.,,KB 2/USA/DFARS.pdf
DFARS-S231.205-6,DFARS-SP231.2,DFARS-P231,231.205-6,Compensation for personal services.,,KB 2/USA/DFARS.pdf
DFARS-S231.205-18,DFARS-SP231.2,DFARS-P231,231.205-18,Independent research and development and bid and proposal costs.,,KB 2/USA/DFARS.pdf
DFARS-S231.205-19,DFARS-SP231.2,DFARS-P231,231.205-19,Insurance and indemnification.,,KB 2/USA/DFARS.pdf
DFARS-S231.205-22,DFARS-SP231.2,DFARS-P231,231.205-22,Lobbying and political activity costs.,,KB 2/USA/DFARS.pdf
DFARS-S231.205-70,DFARS-SP231.2,DFARS-P231,231.205-70,External restructuring costs.,,KB 2/USA/DFARS.pdf
DFARS-S231.205-71,DFARS-SP231.2,DFARS-P231,231.205-71,Costs related to counterfeit electronic parts and suspect counterfeit electronic parts.,,KB 2/USA/DFARS.pdf
DFARS-S231.303,DFARS-SP231.3,DFARS-P231,231.303,Requirements.,,KB 2/USA/DFARS.pdf
DFARS-S231.603,DFARS-SP231.6,DFARS-P231,231.603,Requirements.,"Under 10 U.S.C. 4652, the costs cited in 231.205-22 (a) are unallowable.",KB 2/USA/DFARS.pdf
DFARS-S231.703,DFARS-SP231.7,DFARS-P231,231.703,Requirements.,"Under 10 U.S.C. 4652, the costs cited in 231.205-22 (a) are unallowable.",KB 2/USA/DFARS.pdf
DFARS-S232.001,,DFARS-P232,232.001,Definitions.,"“Incremental funding” means the partial funding of a contract or an exercised option, with additional funds anticipated to be provided at a later time.",KB 2/USA/DFARS.pdf
DFARS-S232.006,,DFARS-P232,232.006,Reduction or suspension of contract payments upon finding of fraud.,,KB 2/USA/DFARS.pdf
DFARS-S232.006-5,,DFARS-P232,232.006-5,Reporting.,"Departments and agencies, in accordance with department/agency procedures, shall prepare and submit to the Under Secretary of Defense (Acquisition and Sustainment), through the Principal Director, Defense Pricing, Contracting, and Acquisition Policy, annual reports (Report Control Symbol DD-AT&L(A)1891) containing the information required by FAR 32.006-5.",KB 2/USA/DFARS.pdf
DFARS-S232.007,,DFARS-P232,232.007,Contract financing payments.,,KB 2/USA/DFARS.pdf
DFARS-S232.009,,DFARS-P232,232.009,Providing accelerated payments to small business contractors and,to prime contractors that subcontractors with a small business concern.,KB 2/USA/DFARS.pdf
DFARS-S232.009-1,,DFARS-P232,232.009-1,General.,"10 U.S.C. 3801(b) requires DoD to provide accelerated payments to small business contractors and subcontractors, to the fullest extent permitted by law, with a goal of 15 days.",KB 2/USA/DFARS.pdf
DFARS-S232.070,,DFARS-P232,232.070,Responsibilities.,,KB 2/USA/DFARS.pdf
DFARS-S232.071,,DFARS-P232,232.071,Reserved.,,KB 2/USA/DFARS.pdf
DFARS-S232.072,,DFARS-P232,232.072,Financial responsibility of contractors.,Use the policies and procedures in this section in determining the financial capability of current or prospective contractors. -1 232.072-1 DEFENSE FEDERAL ACQUISITION REGULATION,KB 2/USA/DFARS.pdf
DFARS-S232.072-1,,DFARS-P232,232.072-1,Required financial reviews.,"The contracting officer shall perform a financial review when the contracting officer does not otherwise have sufficient information to make a positive determination of financial responsibility. In addition, the contracting officer shall consider performing a financial review—",KB 2/USA/DFARS.pdf
DFARS-S232.072-2,,DFARS-P232,232.072-2,Appropriate information.,,KB 2/USA/DFARS.pdf
DFARS-S232.072-3,,DFARS-P232,232.072-3,Cash flow forecasts.,,KB 2/USA/DFARS.pdf
DFARS-S232.102,DFARS-SP232.1,DFARS-P232,232.102,Description of contract financing methods.,,KB 2/USA/DFARS.pdf
DFARS-S232.102-70,DFARS-SP232.1,DFARS-P232,232.102-70,Provisional delivery payments.,,KB 2/USA/DFARS.pdf
DFARS-S232.104,DFARS-SP232.1,DFARS-P232,232.104,Providing contract financing.,"For fixed-price contracts with a period of performance in excess of a year that meet the dollar thresholds established in FAR 32.104(d), and for solicitations expected to result in such contracts, in lieu of the requirement at FAR 32.104(d)(1)(ii) for the contractor to demonstrate actual financial need or the unavailability of private financing, DoD has determined that—",KB 2/USA/DFARS.pdf
DFARS-S232.202,DFARS-SP232.2,DFARS-P232,232.202,RESERVED,,KB 2/USA/DFARS.pdf
DFARS-S232.202-4,DFARS-SP232.2,DFARS-P232,232.202-4,Security for Government financing.,,KB 2/USA/DFARS.pdf
DFARS-S232.206,DFARS-SP232.2,DFARS-P232,232.206,Solicitation provisions and contract clauses.,,KB 2/USA/DFARS.pdf
DFARS-S232.302,DFARS-SP232.3,DFARS-P232,232.302,Authority.,,KB 2/USA/DFARS.pdf
DFARS-S232.404,DFARS-SP232.4,DFARS-P232,232.404,Exclusions.,,KB 2/USA/DFARS.pdf
DFARS-S232.409,DFARS-SP232.4,DFARS-P232,232.409,Contracting officer action.,,KB 2/USA/DFARS.pdf
DFARS-S232.409-1,DFARS-SP232.4,DFARS-P232,232.409-1,Recommendation for approval.,Follow the procedures at PGI 232.409-1 for preparation of the documents required by FAR 32.409-1(e) and (f).,KB 2/USA/DFARS.pdf
DFARS-S232.410,DFARS-SP232.4,DFARS-P232,232.410,"Findings, determination, and authorization.","If an advance payment procedure is used without a special bank account, follow the procedures at PGI 232.410 .",KB 2/USA/DFARS.pdf
DFARS-S232.412,DFARS-SP232.4,DFARS-P232,232.412,Contract clause.,,KB 2/USA/DFARS.pdf
DFARS-S232.412-70,DFARS-SP232.4,DFARS-P232,232.412-70,Additional clauses.,,KB 2/USA/DFARS.pdf
DFARS-S232.470,DFARS-SP232.4,DFARS-P232,232.470,Advance payment pool.,,KB 2/USA/DFARS.pdf
DFARS-S232.501,DFARS-SP232.5,DFARS-P232,232.501,General.,,KB 2/USA/DFARS.pdf
DFARS-S232.501-1,DFARS-SP232.5,DFARS-P232,232.501-1,Customary progress payment rates.,,KB 2/USA/DFARS.pdf
DFARS-S232.501-2,DFARS-SP232.5,DFARS-P232,232.501-2,Unusual progress payments.,Follow the procedures at PGI 232.501-2 for approval of unusual progress payments.,KB 2/USA/DFARS.pdf
DFARS-S232.501-3,DFARS-SP232.5,DFARS-P232,232.501-3,Contract price.,,KB 2/USA/DFARS.pdf
DFARS-S232.502,DFARS-SP232.5,DFARS-P232,232.502,Preaward matters.,,KB 2/USA/DFARS.pdf
DFARS-S232.502-4,DFARS-SP232.5,DFARS-P232,232.502-4,Contract clauses.,,KB 2/USA/DFARS.pdf
DFARS-S232.502-4-70,DFARS-SP232.5,DFARS-P232,232.502-4-70,Additional clauses.,,KB 2/USA/DFARS.pdf
DFARS-S232.503,DFARS-SP232.5,DFARS-P232,232.503,Postaward matters.,,KB 2/USA/DFARS.pdf
DFARS-S232.503-6,DFARS-SP232.5,DFARS-P232,232.503-6,Suspension or reduction of payments.,,KB 2/USA/DFARS.pdf
DFARS-S232.503-15,DFARS-SP232.5,DFARS-P232,232.503-15,Application of Government title terms.,,KB 2/USA/DFARS.pdf
DFARS-S232.602,DFARS-SP232.6,DFARS-P232,232.602,Responsibilities.,,KB 2/USA/DFARS.pdf
DFARS-S232.603,DFARS-SP232.6,DFARS-P232,232.603,Debt determination.,"When transferring a case to the contract financing office, follow the procedures at PGI 232.603 .",KB 2/USA/DFARS.pdf
DFARS-S232.604,DFARS-SP232.6,DFARS-P232,232.604,Demand for payment.,"When issuing a demand for payment of a contract debt, follow the procedures at PGI 232.604 .",KB 2/USA/DFARS.pdf
DFARS-S232.610,DFARS-SP232.6,DFARS-P232,232.610,Compromising debts.,Only the department/agency contract financing offices (see PGI 232.070 (c)) are authorized to compromise debts covered by this subpart.,KB 2/USA/DFARS.pdf
DFARS-S232.611,DFARS-SP232.6,DFARS-P232,232.611,Contract clause.,,KB 2/USA/DFARS.pdf
DFARS-S232.670,DFARS-SP232.6,DFARS-P232,232.670,Transfer of responsibility for debt collection.,Follow the procedures at PGI 232.670 for transferring responsibility for debt collection.,KB 2/USA/DFARS.pdf
DFARS-S232.671,DFARS-SP232.6,DFARS-P232,232.671,Bankruptcy reporting.,Follow the procedures at PGI 232.671 for bankruptcy reporting.,KB 2/USA/DFARS.pdf
DFARS-S232.702,DFARS-SP232.7,DFARS-P232,232.702,Policy.,Fixed-price contracts shall be fully funded except as permitted by 232.703-1 .,KB 2/USA/DFARS.pdf
DFARS-S232.703,DFARS-SP232.7,DFARS-P232,232.703,Contract funding requirements.,,KB 2/USA/DFARS.pdf
DFARS-S232.703-1,DFARS-SP232.7,DFARS-P232,232.703-1,General.,,KB 2/USA/DFARS.pdf
DFARS-S232.703-3,DFARS-SP232.7,DFARS-P232,232.703-3,Contracts crossing fiscal years.,,KB 2/USA/DFARS.pdf
DFARS-S232.703-70,DFARS-SP232.7,DFARS-P232,232.703-70,Military construction appropriations act restriction.,Annual military construction appropriations acts restrict the use of funds appropriated by the acts for payments under cost- plus-fixed-fee contracts (see 216.306 (c)).,KB 2/USA/DFARS.pdf
DFARS-S232.704,DFARS-SP232.7,DFARS-P232,232.704,Limitation of cost or funds.,,KB 2/USA/DFARS.pdf
DFARS-S232.704-70,DFARS-SP232.7,DFARS-P232,232.704-70,Incrementally funded fixed-price contracts.,,KB 2/USA/DFARS.pdf
DFARS-S232.706,DFARS-SP232.7,DFARS-P232,232.706,Contract clauses.,,KB 2/USA/DFARS.pdf
DFARS-S232.706-70,DFARS-SP232.7,DFARS-P232,232.706-70,Clause for limitation of Governments obligation.,"Use the clause at 252.232-7007 , Limitation of Government's Obligation, in solicitations and resultant incrementally funded fixed-price contracts. The contracting officer may revise the contractor’s notification period, in paragraph (c) of the clause, from “ninety” to “thirty” or “sixty” days, as appropriate.",KB 2/USA/DFARS.pdf
DFARS-S232.803,DFARS-SP232.8,DFARS-P232,232.803,Policies.,,KB 2/USA/DFARS.pdf
DFARS-S232.805,DFARS-SP232.8,DFARS-P232,232.805,Procedure.,,KB 2/USA/DFARS.pdf
DFARS-S232.806,DFARS-SP232.8,DFARS-P232,232.806,Contract clauses.,,KB 2/USA/DFARS.pdf
DFARS-S232.901,DFARS-SP232.9,DFARS-P232,232.901,Applicability.,,KB 2/USA/DFARS.pdf
DFARS-S232.903,DFARS-SP232.9,DFARS-P232,232.903,Responsibilities.,"In accordance with 10 U.S.C. 3801(b), DoD shall assist small business concerns by providing payment as quickly as possible, to the fullest extent permitted by law, with a goal of 15 days after receipt of proper invoices and all required documentation, including acceptance, and before normal payment due dates established in the contract (see 232.906 (a)). See DoD Class Deviation 2014-O0015-Update to Accelerated Payments to Small Businesses, dated April 15, 2014. This deviation is effective until modification of all DoD entitlement and payment systems to accommodate accelerated payments is completed, or until superseded or rescinded.",KB 2/USA/DFARS.pdf
DFARS-S232.904,DFARS-SP232.9,DFARS-P232,232.904,Determining payment due dates.,,KB 2/USA/DFARS.pdf
DFARS-S232.905,DFARS-SP232.9,DFARS-P232,232.905,Payment documentation and process.,,KB 2/USA/DFARS.pdf
DFARS-S232.906,DFARS-SP232.9,DFARS-P232,232.906,Making payments.,,KB 2/USA/DFARS.pdf
DFARS-S232.908,DFARS-SP232.9,DFARS-P232,232.908,Contract clauses.,"Use the clause at 252.232-7011, Payments in Support of Emergencies and Contingency Operations, in solicitations and contracts, including solicitations and contracts using FAR part 12 procedures for the acquisition of commercial products and commercial services, in acquisitions that meet the applicability criteria at 232.901 (1). Use of this clause is in addition to use of either the approved Payment clause prescribed in FAR 32.908 or the clause at FAR 52.212-4, Contract Terms and Conditions—Commercial Products and Commercial Services.",KB 2/USA/DFARS.pdf
DFARS-S232.1001,DFARS-SP232.10,DFARS-P232,232.1001,Policy.,,KB 2/USA/DFARS.pdf
DFARS-S232.1003,DFARS-SP232.10,DFARS-P232,232.1003,Reserved.,,KB 2/USA/DFARS.pdf
DFARS-S232.1003-70,DFARS-SP232.10,DFARS-P232,232.1003-70,Criteria for use.,"In accordance with 10 U.S.C. 3802(c)(1), a contractor’s financial statements shall be in compliance with Generally Accepted Accounting Principles, in order to receive performance-based payments. 10 U.S.C. 3802(c)(2) specifies that it does not grant the Defense Contract Audit Agency the authority to audit compliance with Generally Accepted Accounting Principles.",KB 2/USA/DFARS.pdf
DFARS-S232.1004,DFARS-SP232.10,DFARS-P232,232.1004,Procedures.,,KB 2/USA/DFARS.pdf
DFARS-S232.1005,DFARS-SP232.10,DFARS-P232,232.1005,Reserved.,,KB 2/USA/DFARS.pdf
DFARS-S232.1005-70,DFARS-SP232.10,DFARS-P232,232.1005-70,Solicitation provisions and contract clauses.,,KB 2/USA/DFARS.pdf
DFARS-S232.1108,DFARS-SP232.11,DFARS-P232,232.1108,Payment by Governmentwide commercial purchase card.,,KB 2/USA/DFARS.pdf
DFARS-S232.1108-70,DFARS-SP232.11,DFARS-P232,232.1108-70,Prohibition of Governmentwide commercial purchase card as a method of payment when the tax on,"certain foreign procurements applies. The contracting officer shall not authorize the Governmentwide commercial purchase card as a method of payment during any contract period of performance if the contract includes the clause at FAR 52.229-12, Tax on Certain Foreign Procurements, unless the contract also includes the clause at 252.229-7014, Full Exemption from Two-Percent Excise Tax on Certain Foreign Procurements, indicating that the contractor is fully exempt from the tax.",KB 2/USA/DFARS.pdf
DFARS-S232.1110,DFARS-SP232.11,DFARS-P232,232.1110,Solicitation provision and contract clauses.,"Use the clause at 252.232-7009 , Mandatory Payment by Governmentwide Commercial Purchase Card, in solicitations, contracts, and agreements, including solicitations, contracts, and agreements using FAR part 12 procedures for the acquisition of commercial products and commercial services, when—",KB 2/USA/DFARS.pdf
DFARS-S232.7000,DFARS-SP232.70,DFARS-P232,232.7000,Scope of subpart.,This subpart prescribes policies and procedures for submitting and processing payment requests in electronic form to comply with 10 U.S.C. 4601.,KB 2/USA/DFARS.pdf
DFARS-S232.7001,DFARS-SP232.70,DFARS-P232,232.7001,Definitions.,"As used in this subpart— “Electronic form” means any automated system that transmits information electronically from the initiating system to affected systems. “Payment request” means any request for contract financing payment or invoice payment submitted by the contractor under a contract or task or delivery order. “Receiving report” means the data prepared in the manner and to the extent required by Appendix F, Material Inspection and Receiving Report, of the DFARS.",KB 2/USA/DFARS.pdf
