source_id,target_id,rel_type,cited_text
PROV-207.106-b-S-71,SEC-209.570,CROSS_REFERENCES,209.570
PROV-207.106-b-5,SEC-202.101,CROSS_REFERENCES,202.101
PROV-207.106-b-S-73,,CROSS_REFERENCES,234.004
PROV-207.172-b,,CROSS_REFERENCES,252.235-7004
PROV-207.470-a-2,,CROSS_REFERENCES,PGI 207.470
PROV-207.470-a-2,SEC-207.470,CROSS_REFERENCES,207.470
PROV-207.503-e,,CROSS_REFERENCES,FAR 7.503(e)
PROV-207.503-S-70-1,,CROSS_REFERENCES,FAR 7.503(d)
PROV-207.503-S-70-2,,CROSS_REFERENCES,PGI 207.503
PROV-207.503-S-70-2,SEC-207.503,CROSS_REFERENCES,207.503
PROV-208.002-a-1-i,,CROSS_REFERENCES,PGI 208.002(a)(1)(i)
PROV-208.002-a-1-i,SEC-208.002,CROSS_REFERENCES,208.002(a)(1)(i)
PROV-208.002-a-1-v,,CROSS_REFERENCES,208.70
PROV-208.404-a-i,SEC-215.371,CROSS_REFERENCES,215.371
PROV-208.404-a-ii,,CROSS_REFERENCES,217.7
PROV-208.404-a-iii,,CROSS_REFERENCES,FAR part 25
PROV-208.404-a-iv,,CROSS_REFERENCES,252.215-7007
PROV-208.404-a-iv,SEC-215.371-6,CROSS_REFERENCES,215.371-6
PROV-208.404-a-iv,SEC-215.408,CROSS_REFERENCES,215.408(3)
PROV-208.405-1,,CROSS_REFERENCES,239.73
PROV-208.405-2,SEC-215.101-2-70,CROSS_REFERENCES,215.101-2-70
PROV-208.405-3,,CROSS_REFERENCES,217.7801
PROV-208.405-4,SEC-204.7603,CROSS_REFERENCES,204.7603
PROV-208.405-4-ii,SEC-204.7603,CROSS_REFERENCES,204.7603
PROV-208.405-4-iii,,CROSS_REFERENCES,252.204-7024
PROV-208.405-4-iii,SEC-204.7604,CROSS_REFERENCES,204.7604
PROV-208.602-70-c-1-i-A,,CROSS_REFERENCES,FAR 6.102
PROV-208.602-70-c-1-i-B,,CROSS_REFERENCES,FAR 16.505
PROV-208.602-70-c-1-ii,,CROSS_REFERENCES,FAR 8.602(a)(4)(ii)
PROV-208.602-70-c-2,,CROSS_REFERENCES,FAR 8.602
PROV-208.7000-a,,CROSS_REFERENCES,PGI 208.7006
PROV-208.7000-a,SEC-208.7006,CROSS_REFERENCES,208.7006
PROV-208.7003-1-a-1,,CROSS_REFERENCES,FAR 6.302-2
PROV-208.7003-1-b,,CROSS_REFERENCES,PGI 208.7003-1
PROV-208.7003-1-b,SEC-208.7003-1,CROSS_REFERENCES,208.7003-1
PROV-208.7003-2-a,,CROSS_REFERENCES,FAR 8.002(a)(1)(i)
PROV-208.7003-2-b,SEC-208.7003-1,CROSS_REFERENCES,208.7003-1
PROV-208.7003-2-h,,CROSS_REFERENCES,FAR 6.302-6
PROV-208.7003-2-h-i,,CROSS_REFERENCES,FAR 6.302-1
PROV-208.7005-a,,CROSS_REFERENCES,PGI 253.208-1
PROV-208.7005-b,,CROSS_REFERENCES,PGI 253.208-2
PROV-208.7305-a,,CROSS_REFERENCES,252.208-7000
PROV-208.7400-d,,CROSS_REFERENCES,FAR 8.405
PROV-208.7400-e,,CROSS_REFERENCES,FAR 51.101
PROV-208.7402-b,,CROSS_REFERENCES,239.73
PROV-209.101-D1,,CROSS_REFERENCES,252.209-7002
PROV-209.104-1-g-i,,CROSS_REFERENCES,225.771
PROV-209.104-1-g-ii-B,,CROSS_REFERENCES,252.209-7002
PROV-209.105-1-1,,CROSS_REFERENCES,PGI 209.105-1
PROV-209.105-1-1,SEC-209.105-1,CROSS_REFERENCES,209.105-1
PROV-209.105-1-2,,CROSS_REFERENCES,FAR 9.104-1(c)
PROV-209.105-1-2-ii,,CROSS_REFERENCES,FAR subpart 42.15
PROV-209.105-1-2-iii,SEC-204.7603,CROSS_REFERENCES,204.7603(c)
PROV-209.105-2-a,SEC-209.403,CROSS_REFERENCES,209.403
PROV-209.202-a-1,,CROSS_REFERENCES,PGI 209.202
PROV-209.202-a-1,SEC-209.202,CROSS_REFERENCES,209.202
PROV-209.202-a-1,SEC-209.270,CROSS_REFERENCES,209.270
PROV-209.270-3-b,,CROSS_REFERENCES,FAR 9.202(a)(1)
PROV-209.270-4-a-1,,CROSS_REFERENCES,PGI 209.270-4
PROV-209.270-4-a-1,SEC-209.270-4,CROSS_REFERENCES,209.270-4
PROV-209.270-4-c,,CROSS_REFERENCES,246.407
PROV-209.403-2-iii,,CROSS_REFERENCES,FAR 9.406-2
PROV-209.405-b-ii-E,,CROSS_REFERENCES,PGI 209.405
PROV-209.405-b-ii-E,SEC-209.405,CROSS_REFERENCES,209.405
PROV-209.405-2-a,,CROSS_REFERENCES,225.771
PROV-209.406-1-a-i-A,,CROSS_REFERENCES,FAR subpart 3.10
PROV-209.503-70-b,,CROSS_REFERENCES,PGI 209.503-70
PROV-209.503-70-b,SEC-209.503-70,CROSS_REFERENCES,209.503-70
PROV-209.505-4-b-i,,CROSS_REFERENCES,227.7103-7(b)
PROV-209.505-4-b-ii,,CROSS_REFERENCES,252.204-7014
PROV-209.505-4-b-ii,SEC-204.7403,CROSS_REFERENCES,204.7403(a)
PROV-209.570-1-D1,,CROSS_REFERENCES,PGI 209.570-1
PROV-209.570-1-D1,SEC-209.570-1,CROSS_REFERENCES,209.570-1
PROV-209.570-2-c-2,SEC-209.570-3,CROSS_REFERENCES,209.570-3
PROV-209.570-3-a-2,SEC-209.570-2,CROSS_REFERENCES,209.570-2
PROV-209.570-3-a-3,,CROSS_REFERENCES,PGI 209.570-3
PROV-209.570-3-a-3,SEC-209.570-3,CROSS_REFERENCES,209.570-3
PROV-209.570-3-b,SEC-209.570-2,CROSS_REFERENCES,209.570-2
PROV-209.570-4-a,,CROSS_REFERENCES,252.209-7006
PROV-209.570-4-b,,CROSS_REFERENCES,252.209-7007
PROV-209.570-4-b-1,,CROSS_REFERENCES,252.209-7006
PROV-209.571-1-D4-3-ii-A,,CROSS_REFERENCES,FAR 9.505-2(a)(3)
PROV-209.571-1-D4-3-ii-A,SEC-209.571-7,CROSS_REFERENCES,209.571-7
PROV-209.571-1-D4-3-ii-B,,CROSS_REFERENCES,FAR 9.505-2(b)(1)(ii)
PROV-209.571-2-b,,CROSS_REFERENCES,FAR subpart 9.5
PROV-209.571-3-b,SEC-209.571-7,CROSS_REFERENCES,209.571-7
PROV-209.571-4-c,,CROSS_REFERENCES,FAR 9.503
PROV-209.571-4-c,SEC-209.571-7,CROSS_REFERENCES,209.571-7
PROV-209.571-7-c-1-ii,SEC-209.571-3,CROSS_REFERENCES,209.571-3
PROV-209.571-8-a,,CROSS_REFERENCES,252.209-7008
PROV-209.571-8-b,,CROSS_REFERENCES,252.209-7009
PROV-209.572-a-2,,CROSS_REFERENCES,FAR subpart 9.5
PROV-209.572-d-1,,CROSS_REFERENCES,252.209-7012
PROV-209.572-d-2,SEC-209.503-70,CROSS_REFERENCES,209.503-70
PROV-209.572-d-3,SEC-209.503-70,CROSS_REFERENCES,209.503-70
PROV-209.572-e,,CROSS_REFERENCES,FAR part 12
PROV-210.001-a,,CROSS_REFERENCES,FAR 10.001(a)
PROV-210.001-a-i-B,,CROSS_REFERENCES,FAR part 19
PROV-210.001-a-ii,SEC-212.209,CROSS_REFERENCES,212.209
PROV-210.001-a-ii,,CROSS_REFERENCES,234.7002
PROV-210.001-c-2,,CROSS_REFERENCES,FAR 10.001(c)(2)(i)
PROV-210.001-c-2,SEC-205.205-70,CROSS_REFERENCES,205.205-70
PROV-210.002-e-i,,CROSS_REFERENCES,PGI 210.070
PROV-210.002-e-ii,,CROSS_REFERENCES,PGI 210.002
PROV-210.002-e-ii,SEC-210.002,CROSS_REFERENCES,210.002
PROV-210.002-e-iii,,CROSS_REFERENCES,PGI 210.002
PROV-210.002-e-iii,SEC-210.002,CROSS_REFERENCES,210.002
PROV-211.104-1,SEC-206.302-1,CROSS_REFERENCES,206.302-1(c)(2)
PROV-211.104-2,,CROSS_REFERENCES,FAR 13.5
PROV-211.104-2,SEC-213.501,CROSS_REFERENCES,213.501(a)(ii)
PROV-211.107-b,,CROSS_REFERENCES,FAR 52.211-7
PROV-211.170-1,SEC-206.302-1,CROSS_REFERENCES,206.302-1
PROV-211.170-2,,CROSS_REFERENCES,FAR 13.5
PROV-211.170-2,SEC-213.501,CROSS_REFERENCES,213.501(a)(ii)
PROV-211.204-c,,CROSS_REFERENCES,252.211-7002
PROV-211.274-2-a,,CROSS_REFERENCES,PGI 245.402-71
PROV-211.274-2-a-3-ii,,CROSS_REFERENCES,252.211-7003
PROV-211.274-2-a-3-iv,,CROSS_REFERENCES,FAR 2.101
PROV-211.274-2-b-2,,CROSS_REFERENCES,FAR part 12
PROV-211.274-2-b-2-ii,,CROSS_REFERENCES,PGI 211.274-2
PROV-211.274-2-b-2-ii,SEC-211.274-2,CROSS_REFERENCES,211.274-2
PROV-211.274-5-a,,CROSS_REFERENCES,FAR part 12
PROV-211.274-5-a,SEC-211.274-2,CROSS_REFERENCES,211.274-2
PROV-211.274-5-a-1,SEC-211.274-2,CROSS_REFERENCES,211.274-2
PROV-211.274-5-a-2,SEC-211.274-2,CROSS_REFERENCES,211.274-2
PROV-211.274-5-b,,CROSS_REFERENCES,FAR part 12
PROV-211.274-5-b-1,,CROSS_REFERENCES,252.211-7003
PROV-211.503-b,,CROSS_REFERENCES,FAR 52.211-12
PROV-212.001-D1,,CROSS_REFERENCES,FAR 10.002(b)(2)
PROV-212.102-a-i,,CROSS_REFERENCES,FAR part 12
PROV-212.102-a-i-B,,CROSS_REFERENCES,FAR part 12
PROV-212.102-a-i-B-1,,CROSS_REFERENCES,FAR 12.102(f)
PROV-212.102-a-i-B-2,SEC-212.102,CROSS_REFERENCES,212.102
PROV-212.102-a-i-B-3,,CROSS_REFERENCES,212.70
PROV-212.102-a-ii,,CROSS_REFERENCES,FAR part 12
PROV-212.102-a-ii-A,,CROSS_REFERENCES,FAR part 12
PROV-212.102-a-ii-A,SEC-212.102,CROSS_REFERENCES,212.102(a)(iii)(A)(1)
PROV-212.102-a-ii-B-1,,CROSS_REFERENCES,FAR part 12
PROV-212.102-a-ii-B-2,,CROSS_REFERENCES,FAR part 12
PROV-212.102-a-ii-B-2-i,,CROSS_REFERENCES,FAR part 12
PROV-212.102-a-ii-B-2-ii,,CROSS_REFERENCES,FAR part 12
PROV-212.102-a-iii,,CROSS_REFERENCES,FAR part 12
PROV-212.102-a-iii,SEC-212.102,CROSS_REFERENCES,212.102(a)(i)(A)
PROV-212.102-a-iii-A,,CROSS_REFERENCES,FAR 2.101
PROV-212.102-a-iii-C,,CROSS_REFERENCES,FAR 2.101
PROV-212.102-a-iii-D,,CROSS_REFERENCES,PGI 212.102
PROV-212.102-a-iii-D,SEC-212.102,CROSS_REFERENCES,212.102
PROV-212.102-a-v,,CROSS_REFERENCES,PGI 212.102(a)(v)
PROV-212.102-a-v,SEC-212.102,CROSS_REFERENCES,212.102(a)(v)
PROV-212.203-1,SEC-215.101-2-70,CROSS_REFERENCES,215.101-2-70
PROV-212.203-2,,CROSS_REFERENCES,217.7801
PROV-212.203-3,SEC-204.7603,CROSS_REFERENCES,204.7603
PROV-212.203-4,,CROSS_REFERENCES,212.70
PROV-212.203-5,SEC-215.101-71,CROSS_REFERENCES,215.101-71
PROV-212.203-5,,CROSS_REFERENCES,225.7024
PROV-212.203-6,,CROSS_REFERENCES,PGI 205.102-70
PROV-212.203-6,SEC-205.102-70,CROSS_REFERENCES,205.102-70
PROV-212.207-b-i,,CROSS_REFERENCES,FAR 2.101
PROV-212.207-b-iii-A,,CROSS_REFERENCES,FAR 2.101
PROV-212.207-b-iii-B,,CROSS_REFERENCES,FAR 15.403-1(c)(3)(ii)
PROV-212.209-a-1,,CROSS_REFERENCES,234.70
PROV-212.212-2,,CROSS_REFERENCES,208.74
PROV-212.272-a,,CROSS_REFERENCES,239.101
PROV-212.301-c,,CROSS_REFERENCES,239.73
PROV-212.301-f,,CROSS_REFERENCES,FAR part 12
PROV-212.301-f-i-A,,CROSS_REFERENCES,FAR 3.202
PROV-212.301-f-i-B,,CROSS_REFERENCES,252.203-7000
PROV-212.301-f-i-B,SEC-203.171-4,CROSS_REFERENCES,203.171-4(a)
PROV-212.301-f-i-C,,CROSS_REFERENCES,252.203-7002
PROV-212.301-f-i-C,SEC-203.970,CROSS_REFERENCES,203.970
PROV-212.301-f-i-D,,CROSS_REFERENCES,252.203-7005
PROV-212.301-f-i-D,SEC-203.171-4,CROSS_REFERENCES,203.171-4(b)
PROV-212.301-f-ii-A,,CROSS_REFERENCES,252.204-7004
PROV-212.301-f-ii-A,SEC-204.7203,CROSS_REFERENCES,204.7203
PROV-212.301-f-ii-B,,CROSS_REFERENCES,252.204-7008
PROV-212.301-f-ii-B,SEC-204.7304,CROSS_REFERENCES,204.7304(a)
PROV-212.301-f-ii-C,,CROSS_REFERENCES,252.204-7009
PROV-212.301-f-ii-C,SEC-204.7304,CROSS_REFERENCES,204.7304(b)
PROV-212.301-f-ii-D,,CROSS_REFERENCES,252.204-7012
PROV-212.301-f-ii-D,SEC-204.7304,CROSS_REFERENCES,204.7304(c)
PROV-212.301-f-ii-E,,CROSS_REFERENCES,252.204-7014
PROV-212.301-f-ii-F,,CROSS_REFERENCES,252.204-7015
PROV-212.301-f-ii-F,SEC-204.7403,CROSS_REFERENCES,204.7403(b)
PROV-212.301-f-ii-G,,CROSS_REFERENCES,252.204-7016
PROV-212.301-f-ii-G,SEC-204.2105,CROSS_REFERENCES,204.2105(a)
PROV-212.301-f-ii-H,,CROSS_REFERENCES,252.204-7017
PROV-212.301-f-ii-H,SEC-204.2105,CROSS_REFERENCES,204.2105(b)
PROV-212.301-f-ii-I,,CROSS_REFERENCES,252.204-7018
PROV-212.301-f-ii-I,SEC-204.2105,CROSS_REFERENCES,204.2105(c)
PROV-212.301-f-ii-J,,CROSS_REFERENCES,252.204-7019
PROV-212.301-f-ii-J,SEC-204.7304,CROSS_REFERENCES,204.7304
PROV-212.301-f-ii-K,,CROSS_REFERENCES,252.204-7020
PROV-212.301-f-ii-K,SEC-204.7304,CROSS_REFERENCES,204.7304
PROV-212.301-f-ii-L,,CROSS_REFERENCES,252.204-7021
PROV-212.301-f-ii-L,SEC-204.7504,CROSS_REFERENCES,204.7504(a)
PROV-212.301-f-ii-M,,CROSS_REFERENCES,252.204-7022
PROV-212.301-f-ii-M,SEC-204.804-70,CROSS_REFERENCES,204.804-70
PROV-212.301-f-ii-N,,CROSS_REFERENCES,252.204-7023
PROV-212.301-f-ii-N-1,SEC-204.1705,CROSS_REFERENCES,204.1705(a)(i)
PROV-212.301-f-ii-N-2,SEC-204.1705,CROSS_REFERENCES,204.1705(a)(i)
PROV-212.301-f-ii-O,,CROSS_REFERENCES,252.204-7024
PROV-212.301-f-ii-O,SEC-204.7604,CROSS_REFERENCES,204.7604
PROV-212.301-f-ii-P,,CROSS_REFERENCES,252.204-7025
PROV-212.301-f-ii-P,SEC-204.7504,CROSS_REFERENCES,204.7504(b)
PROV-212.301-f-iii,,CROSS_REFERENCES,252.205-7000
PROV-212.301-f-iii,SEC-205.470,CROSS_REFERENCES,205.470
PROV-212.301-f-iv-A,,CROSS_REFERENCES,252.209-7011
PROV-212.301-f-iv-A,SEC-209.170-4,CROSS_REFERENCES,209.170-4
PROV-212.301-f-iv-B,,CROSS_REFERENCES,252.209-7012
PROV-212.301-f-iv-B,SEC-209.572,CROSS_REFERENCES,209.572(e)
PROV-212.301-f-v-A,,CROSS_REFERENCES,252.211-7003
PROV-212.301-f-v-A,SEC-211.274-5,CROSS_REFERENCES,211.274-5(a)(1)
PROV-212.301-f-v-B,,CROSS_REFERENCES,252.211-7008
PROV-212.301-f-v-B,SEC-211.274-5,CROSS_REFERENCES,211.274-5(c)
PROV-212.301-f-vi-A,,CROSS_REFERENCES,252.215-7003
PROV-212.301-f-vi-A,SEC-215.408,CROSS_REFERENCES,215.408(2)(i)
PROV-212.301-f-vi-B,,CROSS_REFERENCES,252.215-7004
PROV-212.301-f-vi-B,SEC-215.408,CROSS_REFERENCES,215.408(2)(ii)
PROV-212.301-f-vi-C,,CROSS_REFERENCES,252.215-7008
PROV-212.301-f-vi-C,SEC-215.408,CROSS_REFERENCES,215.408(3)
PROV-212.301-f-vi-D,,CROSS_REFERENCES,252.215-7010
PROV-212.301-f-vi-D,SEC-215.408,CROSS_REFERENCES,215.408(5)(i)
PROV-212.301-f-vi-D-1,SEC-215.408,CROSS_REFERENCES,215.408(5)(i)(A)
PROV-212.301-f-vi-D-2,SEC-215.408,CROSS_REFERENCES,215.408(5)(i)(B)
PROV-212.301-f-vi-E,,CROSS_REFERENCES,252.215-7016
PROV-212.301-f-vi-E,SEC-215.570,CROSS_REFERENCES,215.570
PROV-212.301-f-vii,,CROSS_REFERENCES,252.216-7010
PROV-212.301-f-viii-A,,CROSS_REFERENCES,252.219-7000
PROV-212.301-f-viii-B,,CROSS_REFERENCES,252.219-7003
PROV-212.301-f-viii-B-1,,CROSS_REFERENCES,219.708(b)(1)(A)(1)
PROV-212.301-f-viii-B-2,,CROSS_REFERENCES,219.708(b)(1)(A)(2)
PROV-212.301-f-viii-B-3,,CROSS_REFERENCES,219.708(b)(1)(A)(3)
PROV-212.301-f-viii-C,,CROSS_REFERENCES,252.219-7004
PROV-212.301-f-viii-D,,CROSS_REFERENCES,252.219-7012
PROV-212.301-f-ix-A,,CROSS_REFERENCES,252.223
PROV-212.301-f-ix-B,,CROSS_REFERENCES,252.223-7009
PROV-212.301-f-x-A,,CROSS_REFERENCES,252.225-7000
PROV-212.301-f-x-A-1,,CROSS_REFERENCES,225.1101(1)(i)
PROV-212.301-f-x-A-2,,CROSS_REFERENCES,225.1101(1)(ii)
PROV-212.301-f-x-B,,CROSS_REFERENCES,252.225-7001
PROV-212.301-f-x-B-1,,CROSS_REFERENCES,225.1101(2)(ii)
PROV-212.301-f-x-B-2,,CROSS_REFERENCES,225.1101(2)(iii)
PROV-212.301-f-x-C,,CROSS_REFERENCES,252.225-7006
PROV-212.301-f-x-D,,CROSS_REFERENCES,252.225-7007
PROV-212.301-f-x-E,,CROSS_REFERENCES,252.225-7008
PROV-212.301-f-x-F,,CROSS_REFERENCES,252.225-7009
PROV-212.301-f-x-G,,CROSS_REFERENCES,252.225-7010
PROV-212.301-f-x-H,,CROSS_REFERENCES,252.225-7012
PROV-212.301-f-x-I,,CROSS_REFERENCES,252.225-7015
PROV-212.301-f-x-J,,CROSS_REFERENCES,252.225-7016
PROV-212.301-f-x-K,,CROSS_REFERENCES,252.225-7017
PROV-212.301-f-x-L,,CROSS_REFERENCES,252.225-7018
PROV-212.301-f-x-M,,CROSS_REFERENCES,252.225-7019
PROV-212.301-f-x-N,,CROSS_REFERENCES,252.225
PROV-212.301-f-x-N-1,,CROSS_REFERENCES,225.1101(5)(i)
PROV-212.301-f-x-N-2,,CROSS_REFERENCES,225.1101(5)(ii)
PROV-212.301-f-x-O,,CROSS_REFERENCES,252.225-7021
PROV-212.301-f-x-O-1,,CROSS_REFERENCES,225.1101(6)(i)
PROV-212.301-f-x-O-2,,CROSS_REFERENCES,225.1101(6)(iii)
PROV-212.301-f-x-P,,CROSS_REFERENCES,252.225-7023
PROV-212.301-f-x-Q,,CROSS_REFERENCES,252.225-7024
PROV-212.301-f-x-R,,CROSS_REFERENCES,252.225-7026
PROV-212.301-f-x-S,,CROSS_REFERENCES,252.225-7027
PROV-212.301-f-x-T,,CROSS_REFERENCES,252.225-7028
PROV-212.301-f-x-U,,CROSS_REFERENCES,252.225-7029
PROV-212.301-f-x-V,,CROSS_REFERENCES,252.225-7031
PROV-212.301-f-x-W,,CROSS_REFERENCES,252.225-7035
PROV-212.301-f-x-W-1,,CROSS_REFERENCES,225.1101(9)(i)
PROV-212.301-f-x-W-2,,CROSS_REFERENCES,225.1101(9)(ii)
PROV-212.301-f-x-W-3,,CROSS_REFERENCES,225.1101(9)(iii)
PROV-212.301-f-x-W-4,,CROSS_REFERENCES,225.1101(9)(iv)
PROV-212.301-f-x-W-5,,CROSS_REFERENCES,225.1101(9)(v)
PROV-212.301-f-x-W-6,,CROSS_REFERENCES,225.1101(9)(vi)
PROV-212.301-f-x-X,,CROSS_REFERENCES,252.225-7036
PROV-212.301-f-x-X-1,,CROSS_REFERENCES,225.1101(10)(i)(A)
PROV-212.301-f-x-X-2,,CROSS_REFERENCES,225.1101(10)(i)(B)
PROV-212.301-f-x-X-3,,CROSS_REFERENCES,225.1101(10)(i)(C)
PROV-212.301-f-x-X-4,,CROSS_REFERENCES,225.1101(10)(i)(D)
PROV-212.301-f-x-X-5,,CROSS_REFERENCES,225.1101(10)(i)(E)
PROV-212.301-f-x-X-6,,CROSS_REFERENCES,225.1101(10)(i)(F)
PROV-212.301-f-x-Y,,CROSS_REFERENCES,252.225-7039
PROV-212.301-f-x-Z,,CROSS_REFERENCES,252.225-7040
PROV-212.301-f-x-AA,,CROSS_REFERENCES,252.225-7043
PROV-212.301-f-x-BB,,CROSS_REFERENCES,252.225-7049
PROV-212.301-f-x-CC,,CROSS_REFERENCES,252.225-7050
PROV-212.301-f-x-DD,,CROSS_REFERENCES,252.225-7051
PROV-212.301-f-x-EE,,CROSS_REFERENCES,252.225-7052
PROV-212.301-f-x-FF,,CROSS_REFERENCES,252.225-7053
PROV-212.301-f-x-GG,,CROSS_REFERENCES,252.225-7054
PROV-212.301-f-x-HH,,CROSS_REFERENCES,252.225-7055
PROV-212.301-f-x-II,,CROSS_REFERENCES,252.225-7056
PROV-212.301-f-x-JJ,,CROSS_REFERENCES,252.225-7059
PROV-212.301-f-x-KK,,CROSS_REFERENCES,252.225-7060
PROV-212.301-f-x-LL,,CROSS_REFERENCES,252.225-7061
PROV-212.301-f-x-MM,,CROSS_REFERENCES,252.225-7062
PROV-212.301-f-x-NN,,CROSS_REFERENCES,252.225-7063
PROV-212.301-f-x-OO,,CROSS_REFERENCES,252.225-7064
PROV-212.301-f-x-PP,,CROSS_REFERENCES,252.225-7065
PROV-212.301-f-xi-A,,CROSS_REFERENCES,252.226-7001
PROV-212.301-f-xi-B,,CROSS_REFERENCES,252.226-7002
PROV-212.301-f-xii-A,,CROSS_REFERENCES,252.227-7013
PROV-212.301-f-xii-B,,CROSS_REFERENCES,252.227-7015
PROV-212.301-f-xii-C,,CROSS_REFERENCES,252.227-7018
PROV-212.301-f-xii-D,,CROSS_REFERENCES,252.227-7037
PROV-212.301-f-xii-E,,CROSS_REFERENCES,252.227-7040
PROV-212.301-f-xii-F,,CROSS_REFERENCES,252.227-7041
PROV-212.301-f-xiii,,CROSS_REFERENCES,252.229-7014
PROV-212.301-f-xiv-A,,CROSS_REFERENCES,252.232-7003
PROV-212.301-f-xiv-B,,CROSS_REFERENCES,252.232-7006
PROV-212.301-f-xiv-F,,CROSS_REFERENCES,252.232-7014
PROV-212.301-f-xv-A,,CROSS_REFERENCES,252.237-7010
PROV-212.301-f-xv-B,,CROSS_REFERENCES,252.237-7019
PROV-212.301-f-xv-C,,CROSS_REFERENCES,252.237-7025
PROV-212.301-f-xv-D,,CROSS_REFERENCES,252.237-7026
PROV-212.301-f-xv-E,,CROSS_REFERENCES,252.237-7027
PROV-212.301-f-xvi,,CROSS_REFERENCES,252.239-7009
PROV-212.301-f-xvi-B,,CROSS_REFERENCES,252.239-7010
PROV-212.301-f-xvi-C,,CROSS_REFERENCES,252.239-7017
PROV-212.301-f-xvi-D,,CROSS_REFERENCES,252.239-7018
PROV-212.301-f-xvii,,CROSS_REFERENCES,252.243-7002
PROV-212.301-f-xix,,CROSS_REFERENCES,252.245-7005
PROV-212.301-f-xx-A,,CROSS_REFERENCES,252.246-7003
PROV-212.301-f-xx-B,,CROSS_REFERENCES,252.246-7004
PROV-212.301-f-xx-C,,CROSS_REFERENCES,252.246-7008
PROV-212.301-f-xxi,,CROSS_REFERENCES,252.247-7003
PROV-212.301-f-xxi-B,,CROSS_REFERENCES,252.247-7023
PROV-212.301-f-xxi-B-1,,CROSS_REFERENCES,247.574(a)(1)
PROV-212.301-f-xxi-B-2,,CROSS_REFERENCES,247.574(a)(2)
PROV-212.301-f-xxi-B-3,,CROSS_REFERENCES,247.574(a)(3)
PROV-212.301-f-xxi-C,,CROSS_REFERENCES,252.247-7025
PROV-212.301-f-xxi-D,,CROSS_REFERENCES,252.247-7026
PROV-212.301-f-xxi-E,,CROSS_REFERENCES,252.247-7027
PROV-212.301-f-xxi-F,,CROSS_REFERENCES,252.247-7028
PROV-212.301-f-xxii-A,,CROSS_REFERENCES,252.270-7000
PROV-212.301-f-xxii-B,,CROSS_REFERENCES,252.270-7001
PROV-212.301-f-xxii-C,,CROSS_REFERENCES,252.270-7002
PROV-212.302-c,,CROSS_REFERENCES,FAR 12.302(c)
PROV-212.370-a,,CROSS_REFERENCES,FAR 52.204-22
PROV-212.370-b,,CROSS_REFERENCES,252.203-7003
PROV-212.370-c,,CROSS_REFERENCES,252.215-7007
PROV-212.371-a,,CROSS_REFERENCES,FAR 52.204-21
PROV-212.371-b,,CROSS_REFERENCES,252.204-7008
PROV-212.371-c,,CROSS_REFERENCES,252.204-7012
PROV-212.371-d,,CROSS_REFERENCES,252.204-7019
PROV-212.371-e,,CROSS_REFERENCES,252.204-7020
PROV-212.371-f,,CROSS_REFERENCES,252.204-7021
PROV-212.371-g,,CROSS_REFERENCES,252.205-7000
PROV-212.371-h,,CROSS_REFERENCES,252.270-7000
PROV-212.371-i,,CROSS_REFERENCES,252.270-7001
PROV-212.371-j,,CROSS_REFERENCES,252.270-7002
PROV-212.371-j,SEC-212.504,CROSS_REFERENCES,212.504
PROV-212.503-a-iii,,CROSS_REFERENCES,252.242-7004
PROV-212.503-a-ix,,CROSS_REFERENCES,225.7009
PROV-212.503-c-i,,CROSS_REFERENCES,FAR 15.403-1(b)(3)
PROV-212.503-c-ii,,CROSS_REFERENCES,FAR 3.503
PROV-212.504-a-ii,,CROSS_REFERENCES,252.247-7023
PROV-212.504-a-xiv,,CROSS_REFERENCES,225.7009-3
PROV-212.504-b-i,,CROSS_REFERENCES,FAR 52.209-6
PROV-212.504-b-ii,,CROSS_REFERENCES,FAR 3.503
PROV-212.505-2,,CROSS_REFERENCES,225.7003-3
PROV-212.505-3,,CROSS_REFERENCES,225.7018-3
PROV-212.602-b-i,,CROSS_REFERENCES,247.206
PROV-212.602-b-ii,,CROSS_REFERENCES,247.301-71
PROV-212.602-b-iii,,CROSS_REFERENCES,247.573-2(c)
PROV-212.7002-b,,CROSS_REFERENCES,FAR 12.207
PROV-212.7002-d,,CROSS_REFERENCES,FAR part 35
PROV-212.7004-a-2,,CROSS_REFERENCES,227.7102
PROV-212.7004-b,,CROSS_REFERENCES,FAR subpart 5.5
PROV-212.7004-d,,CROSS_REFERENCES,FAR subpart 5.2
PROV-212.7004-e,,CROSS_REFERENCES,FAR subpart 19.6
PROV-213.106-1-a-2-i,,CROSS_REFERENCES,239.73
PROV-213.106-1-a-2-ii,SEC-215.101-2-70,CROSS_REFERENCES,215.101-2-70
PROV-213.106-1-a-2-iii,,CROSS_REFERENCES,217.7801
PROV-213.106-2-b-i,SEC-204.7603,CROSS_REFERENCES,204.7603
PROV-213.201-f,,CROSS_REFERENCES,FAR 13.201(f)
PROV-213.201-g,,CROSS_REFERENCES,FAR 13.201(g)
PROV-213.201-g,SEC-213.201,CROSS_REFERENCES,213.201
PROV-213.201-j,,CROSS_REFERENCES,204.21
PROV-213.301-2,SEC-201.603-3,CROSS_REFERENCES,201.603-3
PROV-213.301-2-ii-B,,CROSS_REFERENCES,FAR 8.002
PROV-213.301-2-ii-C,,CROSS_REFERENCES,FAR 13.104(b)
PROV-213.301-4,,CROSS_REFERENCES,FAR 52.229-12
