article_id,number,chapter_id,title_id,chapeau,full_text,source_line,source_document
Art40,40,T3-C4,T3,"The data subject shall have the right to request the erasure of his or her personal data from the files, records, files, and systems of the data controller, so that they are no longer in the controller's possession and are no longer processed by the controller.","The data subject shall have the right to request the erasure of his or her personal data from the files, records, files, and systems of the data controller, so that they are no longer in the controller's possession and are no longer processed by the controller.",709,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art41,41,T3-C4,T3,The data subject may object to the processing of his or her personal data or demand that it cease when:,"The data subject may object to the processing of his or her personal data or demand that it cease when: I. Even if the treatment is lawful, it must cease to prevent its persistence from causing harm or damage, and II. Your personal data are subject to automated processing, which produces undesired legal effects or significantly affects your interests, rights or freedoms, and is intended to evaluate, without human intervention, certain personal aspects of the same or to analyze or predict, in particular, its professional performance, economic situation, health status, sexual preferences, reliability or behavior.",714,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art42,42,T3-C5,T3,The reception and processing of requests for the exercise of ARCO rights made to those responsible shall be subject to the procedure established in this Title and other provisions applicable to the matter.,The reception and processing of requests for the exercise of ARCO rights made to those responsible shall be subject to the procedure established in this Title and other provisions applicable to the matter.,745,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art43,43,T3-C5,T3,"To exercise ARCO rights, it will be necessary to prove the identity of the holder and, where applicable, the identity and personality under which the representative acts.","To exercise ARCO rights, it will be necessary to prove the identity of the holder and, where applicable, the identity and personality under which the representative acts. The exercise of ARCO rights by a person other than the owner or his/her representative will be possible, exceptionally, in those cases provided for by legal provision or, where appropriate, by court order. In the exercise of ARCO rights by minors or persons who are under interdiction or incapacitated, in accordance with civil laws, the rules of representation established in the same legislation shall apply. In the case of personal data concerning deceased persons, the person who proves to have a legal interest, in accordance with applicable laws, may exercise the rights conferred by this Chapter, provided that the person holding the rights has duly expressed his or her will to that effect or that there is a court order to that effect.",749,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art44,44,T3-C5,T3,"The exercise of ARCO rights is free of charge. Charges may only be made to recover the rights. reproduction, certification or shipping costs, in accordance with applicable regulations.","The exercise of ARCO rights is free of charge. Charges may only be made to recover the rights. reproduction, certification or shipping costs, in accordance with applicable regulations. For the purposes of access to personal data, the laws that establish the costs of reproduction and certification They must consider in their determination that the amounts allow or facilitate the exercise of this right. When the owner provides the magnetic, electronic medium or the mechanism necessary to reproduce personal data must be provided to the latter free of charge. The information must be provided free of charge, when it involves the delivery of no more than twenty single sheets. Transparency units may exempt payment for reproduction and shipping depending on the socioeconomic circumstances of the data subject. The data controller may not establish any service or means for submitting requests to exercise ARCO rights that entail a cost for the data subject.",764,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art45,45,T3-C5,T3,"The responsible party must establish simple procedures that allow the exercise of ARCO rights, the response period for which must not exceed twenty days from the day following receipt of the request.","The responsible party must establish simple procedures that allow the exercise of ARCO rights, the response period for which must not exceed twenty days from the day following receipt of the request. The period referred to in the previous paragraph may be extended once for up to ten days when so required. justify the circumstances, as long as the owner is notified within the response period. If the exercise of ARCO rights is appropriate, the data controller must do so within a period not to exceed fifteen days from the day after the data subject is notified of the response.",780,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art46,46,T3-C5,T3,The application for the exercise of ARCO rights may not impose any requirements other than the following:,"The application for the exercise of ARCO rights may not impose any requirements other than the following: I. The name of the holder and his/her address or any other means to receive notifications; II. Documents proving the identity of the holder and, where applicable, the personality and identity of his or her representative; III. If possible, the responsible area that processes the personal data and to which the request is submitted; IV. A clear and precise description of the personal data in respect of which you seek to exercise any of the ARCO rights, unless it is the right of access; V. The description of the ARCO right that is intended to be exercised, or what the holder requests, and VI. Any other element or document that facilitates the location of personal data, if applicable. In the case of a request for access to personal data, the data subject must indicate the method in which they prefer the data to be reproduced. The data controller must respond to the request in the manner requested by the data subject, unless there is a physical or legal impossibility that limits the ability to reproduce the personal data in that manner. In this case, the data controller must offer alternative methods for providing the personal data, providing reasons and justifications for such action. In the event that the data protection request does not satisfy any of the requirements referred to in this article, and the Secretariat or the Guaranteeing Authorities do not have the elements to correct it, the data subject shall be warned within five days following the submission of the request to exercise ARCO rights, on one occasion only, to correct the omissions within a period of ten days counted from the day following the notification. If the deadline has elapsed without addressing the prevention, the request to exercise ARCO rights will be considered not submitted. The prevention will have the effect of interrupting the time that those responsible have to resolve the request to exercise ARCO rights. In relation to a cancellation request, the owner must indicate the reasons that motivate him/her to request it. the deletion of your personal data from the files, records or databases of the controller. In the case of a request to object, the data subject must state the legitimate reasons or the specific situation that led them to request cessation of processing, as well as the harm or damage that continued processing would cause or, where applicable, the specific purposes for which they need to exercise the right to object. Applications for the exercise of ARCO rights must be submitted to the Transparency Unit of the competent authority, through written documents, forms, electronic media, or any other means established for this purpose by the Secretariat or the Guarantor Authorities, within the scope of their respective powers. The person responsible must process all requests for the exercise of ARCO rights and deliver the acknowledgment of corresponding receipt. The Secretariat and the Guarantor Authorities, according to their area of competence, may establish forms, systems and other simplified methods to facilitate the exercise of ARCO rights by holders. The means and procedures enabled by the data controller to respond to requests for the exercise of ARCO rights must be easily accessible and offer the broadest possible coverage, taking into account the profile of the data subjects and the manner in which they maintain daily or regular contact with the data controller.",792,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art47,47,T3-C5,T3,"When the data controller is not competent to handle the request for the exercise of ARCO rights, he must inform the data subject of this situation within three days of the submission of the request and, if possible, direct him to the competent data controller.","When the data controller is not competent to handle the request for the exercise of ARCO rights, he must inform the data subject of this situation within three days of the submission of the request and, if possible, direct him to the competent data controller. If the data controller declares that the personal data does not exist in its files, records, systems, or files, this declaration must be included in a resolution from the Transparency Committee confirming the absence of the personal data. In the event that the responsible party notices that the request for the exercise of ARCO rights corresponds to a rights other than those provided for in this Law, must redirect the route by informing the holder.",865,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art48,48,T3-C5,T3,"When the provisions applicable to certain personal data processing establish a specific process or procedure to request the exercise of ARCO rights, the controller must inform the data subject about the existence of the same, within a period of no more than five days following the presentation of the request for the exercise of ARCO rights, so that the latter may decide whether to exercise their rights through the specific process, or through the procedure that the controller has established. institutionalized to handle requests for the exercise of ARCO rights in accordance with the provisions established in this Chapter.","When the provisions applicable to certain personal data processing establish a specific process or procedure to request the exercise of ARCO rights, the controller must inform the data subject about the existence of the same, within a period of no more than five days following the presentation of the request for the exercise of ARCO rights, so that the latter may decide whether to exercise their rights through the specific process, or through the procedure that the controller has established. institutionalized to handle requests for the exercise of ARCO rights in accordance with the provisions established in this Chapter.",877,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art49,49,T3-C5,T3,The only reasons in which the exercise of ARCO rights will not be appropriate are:,"The only reasons in which the exercise of ARCO rights will not be appropriate are: I. When the owner or his/her representative is not duly accredited to do so; II. When the personal data are not in the possession of the controller; III. When there is a legal impediment; IV. When the rights of a third party are injured; V. When judicial or administrative proceedings are obstructed; VI. When there is a resolution from a competent authority that restricts access to personal data or does not allow rectification, cancellation or opposition thereof; VII. When the cancellation or opposition has been previously made; VIII. When the person responsible is not competent; IX. When they are necessary to protect the legally protected interests of the holder; X. When they are necessary to comply with obligations legally acquired by the holder; XI. When, based on its legal powers, daily use, protection and management are necessary and proportional to maintain the integrity, stability and permanence of the Mexican State, or XII. When personal data is part of the information that entities subject to the financial regulation and supervision of the obliged subject have provided to the latter, in compliance with requests for such information about their operations, organization, and activities. In all of the above cases, the responsible party must inform the owner of the reason for their decision within the period of up to twenty days referred to in the first paragraph of Article 45 of this Law, and by the same means in which the request was made, accompanying, where appropriate, any relevant evidence.",900,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art50,50,T3-C5,T3,"Against the refusal to process any request for the exercise of ARCO rights or due to the lack of response from the responsible party, the appeal for review referred to in Article 86 of this Law may be filed.","Against the refusal to process any request for the exercise of ARCO rights or due to the lack of response from the responsible party, the appeal for review referred to in Article 86 of this Law may be filed.",925,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art51,51,T3-C6,T3,"When personal data are processed electronically in a structured and commonly used format, the data subject shall have the right to obtain from the controller a copy of the data being processed in a structured and commonly used electronic format that allows for further use of the data.","When personal data are processed electronically in a structured and commonly used format, the data subject shall have the right to obtain from the controller a copy of the data being processed in a structured and commonly used electronic format that allows for further use of the data. Where the data subject has provided personal data and the processing is based on consent or a contract, they shall have the right to transmit such personal data and any other information they have provided and which is stored in an automated processing system to another system in a commonly used electronic format, without hindrance from the data controller from whom the personal data are obtained.",932,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art52,52,T4-C7,T4,"The person in charge must carry out the activities of processing personal data without having any decision-making power over the scope and content thereof, and must limit their actions to the terms set by the controller.","The person in charge must carry out the activities of processing personal data without having any decision-making power over the scope and content thereof, and must limit their actions to the terms set by the controller.",944,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art53,53,T4-C7,T4,"The relationship between the controller and the person in charge must be formalized by means of a contract or any other legal instrument decided by the controller, in accordance with the applicable legal provisions, and which allows for the accreditation of its existence, scope and content.","The relationship between the controller and the person in charge must be formalized by means of a contract or any other legal instrument decided by the controller, in accordance with the applicable legal provisions, and which allows for the accreditation of its existence, scope and content. The contract or legal instrument decided by the responsible party must provide for at least the following: General clauses related to the services provided by the person in charge: I. Carry out the processing of personal data in accordance with the instructions of the controller; II. Refrain from processing personal data for purposes other than those instructed by the controller; III. Implement security measures in accordance with applicable legal instruments; IV. Inform the controller when a breach occurs of the personal data that he or she processes on his or her instructions; V. Maintain confidentiality regarding the personal data processed; VI. Delete or return the personal data being processed once the legal relationship with the controller has been fulfilled, provided that there is no legal provision requiring the retention of the personal data, and VII. Refrain from transferring personal data except when the data controller so determines, or the communication results from subcontracting, or by express mandate of the competent authority. Agreements between the controller and the person in charge related to the processing of personal data must not contravene this Law and other applicable provisions, as well as the provisions of the corresponding privacy notice.",948,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art54,54,T4-C7,T4,"When the person in charge fails to comply with the instructions of the controller and decides on his or her own decision regarding the processing of personal data, he or she shall assume the role of controller and the corresponding legal consequences in accordance with the legislation applicable to the subject matter.","When the person in charge fails to comply with the instructions of the controller and decides on his or her own decision regarding the processing of personal data, he or she shall assume the role of controller and the corresponding legal consequences in accordance with the legislation applicable to the subject matter.",988,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art55,55,T4-C7,T4,"The person in charge may, in turn, subcontract services that involve the processing of personal data on behalf of the controller, provided that the latter has expressly authorized it. In this case, the subcontracted person will assume the role of person in charge under the terms of this Law and other provisions applicable to the matter.","The person in charge may, in turn, subcontract services that involve the processing of personal data on behalf of the controller, provided that the latter has expressly authorized it. In this case, the subcontracted person will assume the role of person in charge under the terms of this Law and other provisions applicable to the matter. When the contract or legal instrument formalizing the relationship between the controller and the person in charge provides that the latter may, in turn, subcontract services, the authorization referred to in the previous paragraph shall be deemed to have been granted pursuant to the provisions of these provisions.",992,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art56,56,T4-C7,T4,"Once the express authorization of the responsible party has been obtained, the person in charge must formalize the relationship acquired with the subcontracted person through a contract or any other legal instrument that he decides, in accordance with the regulations applicable to him, and that allows to prove the existence, scope and content of the provision of the service in terms of the provisions of this Chapter.","Once the express authorization of the responsible party has been obtained, the person in charge must formalize the relationship acquired with the subcontracted person through a contract or any other legal instrument that he decides, in accordance with the regulations applicable to him, and that allows to prove the existence, scope and content of the provision of the service in terms of the provisions of this Chapter.",1001,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art57,57,T4-C7,T4,"The data controller may contract or join cloud computing services, applications, and infrastructure, and other matters that involve the processing of personal data, provided that the external provider guarantees personal data protection policies equivalent to the principles and duties established in this Law and other applicable provisions on the matter.","The data controller may contract or join cloud computing services, applications, and infrastructure, and other matters that involve the processing of personal data, provided that the external provider guarantees personal data protection policies equivalent to the principles and duties established in this Law and other applicable provisions on the matter. Where appropriate, the controller must delimit the processing of personal data by the person external provider through contractual clauses or other legal instruments.",1006,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art58,58,T4-C7,T4,"For the processing of personal data in cloud computing services, applications and infrastructure and other matters, in which the controller adheres to them through general contracting conditions or clauses, the data subject may only use those services in which the provider:","For the processing of personal data in cloud computing services, applications and infrastructure and other matters, in which the controller adheres to them through general contracting conditions or clauses, the data subject may only use those services in which the provider: I. Comply with at least the following: a) Have and apply personal data protection policies that are in line with the principles and duties that correspond to the provisions of this Law and other applicable legal provisions; b) Make transparent the subcontracting that involves the information on which the service is provided. service; c) Refrain from including conditions in the provision of the service that authorize or allow you to assume the ownership or property of the information on which the service is provided, and d) Maintain confidentiality regarding the personal data on which the service is provided, and II. Have mechanisms in place, at least, to: a) Announce changes to its privacy policies or conditions of the service it provides; b) Allow the controller to limit the type of processing of personal data about which it is processed. provides the service; c) Establish and maintain security measures for the protection of personal data on which the service is provided; d) Ensure the deletion of personal data once the service provided to the controller has concluded and the controller has been able to recover them, and e) Prevent access to personal data by persons who do not have access privileges, or, in the case of a well- founded and motivated request from a competent authority, inform the controller of this fact. In any case, the person responsible may not adhere to services that do not guarantee the proper protection of the data. personal data, in accordance with this Law and other provisions applicable to the matter.",1014,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art59,59,T5-C8,T5,"Any transfer of personal data, whether national or international, is subject to the consent of the owner, except for the exceptions provided for in articles 16, 60 and 64 of this Law.","Any transfer of personal data, whether national or international, is subject to the consent of the owner, except for the exceptions provided for in articles 16, 60 and 64 of this Law.",1070,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art60,60,T5-C8,T5,"All transfers must be formalized by the signing of contractual clauses, collaboration agreements, or any other legal instrument, in accordance with the regulations applicable to the data controller, which allows for the demonstration of the scope of the processing of personal data, as well as the obligations and responsibilities assumed by the parties.","All transfers must be formalized by the signing of contractual clauses, collaboration agreements, or any other legal instrument, in accordance with the regulations applicable to the data controller, which allows for the demonstration of the scope of the processing of personal data, as well as the obligations and responsibilities assumed by the parties. The provisions of the preceding paragraph shall not apply in the following cases: I. When the transfer is national and is carried out between responsible parties by virtue of compliance with a legal provision or in the exercise of powers expressly conferred on them, or II. When the transfer is international and is provided for in a law or treaty signed and ratified by Mexico, or is made at the request of a foreign authority or competent international organization in its capacity as recipient, provided that the powers between the transferring controller and the recipient are homologous or the purposes that motivate the transfer are analogous or compatible with those that gave rise to the processing by the transferring controller.",1072,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art61,61,T5-C8,T5,"When the transfer is national, the recipient of the personal data must process the personal data, committing to guarantee its confidentiality and will only use it for the purposes for which it was transferred, in accordance with the provisions of the privacy notice that will be communicated to him by the person responsible. transferor.","When the transfer is national, the recipient of the personal data must process the personal data, committing to guarantee its confidentiality and will only use it for the purposes for which it was transferred, in accordance with the provisions of the privacy notice that will be communicated to him by the person responsible. transferor.",1089,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art62,62,T5-C8,T5,The data controller may only transfer or forward personal data outside the national territory when the third party recipient or the person in charge is obliged to protect the personal data in accordance with the principles and duties established by this Law and the provisions applicable to the matter.,The data controller may only transfer or forward personal data outside the national territory when the third party recipient or the person in charge is obliged to protect the personal data in accordance with the principles and duties established by this Law and the provisions applicable to the matter.,1094,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art63,63,T5-C8,T5,"In any transfer of personal data, the controller must inform the recipient of the data personal the privacy notice according to which the personal data of the owner are processed.","In any transfer of personal data, the controller must inform the recipient of the data personal the privacy notice according to which the personal data of the owner are processed.",1097,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art64,64,T5-C8,T5,The controller may transfer personal data without requiring the consent of the data subject in the following cases:,"The controller may transfer personal data without requiring the consent of the data subject in the following cases: I. When the transfer is provided for in this Law or other laws, conventions or international treaties to which the Mexican State is a party; II. When the transfer is made between controllers, as long as the personal data is used for the exercise of their own powers, compatible or analogous with the purpose that motivated the processing of the personal data; III. When the transfer is legally required for the investigation and prosecution of crimes, as well as the procurement or administration of justice; IV. When the transfer is necessary for the recognition, exercise or defense of a right before a competent authority, provided that the latter requests it; V. When the transfer is necessary for medical prevention or diagnosis, the provision of healthcare, medical treatment or the management of healthcare services, provided that such purposes are accredited; VI. When the transfer is necessary for the maintenance or fulfillment of a legal relationship between the controller and the owner; VII. When the transfer is necessary by virtue of a contract entered into or to be entered into in the interest of the data subject, by the data controller and a third party; VIII. When it concerns cases in which the controller is not obliged to obtain the consent of the data subject for the processing and transfer of his or her personal data, in accordance with the provisions of Article 16 of this Law, or IX. When the transfer is necessary for reasons of national security. The updating of some of the exceptions provided for in this article does not exempt the person responsible from complying with the applicable obligations provided for in this Chapter.",1099,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art65,65,T5-C8,T5,National and international transfers of personal data between the controller and the person in charge do not require the data subject to be informed or to have his or her consent.,National and international transfers of personal data between the controller and the person in charge do not require the data subject to be informed or to have his or her consent.,1142,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art66,66,T6-C9,T6,"In order to comply with the obligations set forth in this Law, the responsible party may develop or adopt, individually or in agreement with other responsible parties, managers or organizations, best practice schemes that have the following objectives:","In order to comply with the obligations set forth in this Law, the responsible party may develop or adopt, individually or in agreement with other responsible parties, managers or organizations, best practice schemes that have the following objectives: I. Raise the level of protection of personal data; II. Harmonize the processing of personal data in a specific sector; III. Facilitate the exercise of ARCO rights by the holders; IV. Facilitate transfers of personal data; V. Complement the provisions set forth in the applicable regulations regarding the protection of personal data, and VI. Demonstrate to the Secretariat or the guarantor authorities compliance with applicable regulations regarding the protection of personal data.",1151,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art67,67,T6-C9,T6,Any scheme of best practices that seeks validation or recognition by the The Secretariat or the Guarantor Authorities shall:,"Any scheme of best practices that seeks validation or recognition by the The Secretariat or the Guarantor Authorities shall: I. Comply with the criteria and parameters issued for this purpose by the Secretariat or the corresponding Guarantor Authority according to its area of competence, and II. To be notified to the Secretariat or the Guarantee Authorities in accordance with the procedure established in the parameters indicated in the previous section, so that they may be evaluated and, where appropriate, validated or recognized and registered in the registry referred to in the last paragraph of this article. The Secretariat or the Guarantor Authorities, depending on their area of expertise, must issue the operating rules for the registries in which those validated or recognized best practice schemes will be registered. The Guarantor Authorities may register the best practice schemes they have recognized or validated in the registry administered by the Secretariat, in accordance with the rules established by the latter.",1164,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art68,68,T6-C9,T6,"When the controller intends to implement or modify public policies, computer systems or platforms, electronic applications or any other technology that, in its judgment and in accordance with this Law, involves the intensive or significant processing of personal data, it must conduct an impact assessment on the protection of personal data and submit it to the Secretariat or the Guarantor Authorities, according to their area of competence, which may issue non-binding recommendations specialized in the area of personal data protection.","When the controller intends to implement or modify public policies, computer systems or platforms, electronic applications or any other technology that, in its judgment and in accordance with this Law, involves the intensive or significant processing of personal data, it must conduct an impact assessment on the protection of personal data and submit it to the Secretariat or the Guarantor Authorities, according to their area of competence, which may issue non-binding recommendations specialized in the area of personal data protection. The content of the personal data protection impact assessment shall be determined by the Secretariat or the Guaranteeing Authority, within its scope of competence.",1189,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art69,69,T6-C9,T6,"For the purposes of this Law, it will be considered that there is an intensive treatment or relevant personal data when:","For the purposes of this Law, it will be considered that there is an intensive treatment or relevant personal data when: I. There are risks inherent to the personal data to be processed; II. Sensitive personal data is processed, and III. Transfers of personal data are made or are intended to be made.",1199,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art70,70,T6-C9,T6,"The Secretariat or the Guaranteeing Authority, within its scope of competence, may issue additional criteria based on objective parameters that determine that there is intensive or relevant processing of personal data, in accordance with the provisions of the previous article, based on:","The Secretariat or the Guaranteeing Authority, within its scope of competence, may issue additional criteria based on objective parameters that determine that there is intensive or relevant processing of personal data, in accordance with the provisions of the previous article, based on: I. The number of holders; II. The target audience; III. The development of the technology used, and IV. The relevance of the processing of personal data in light of its social or economic impact, or the public interest pursued.",1208,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art71,71,T6-C9,T6,"Obligated subjects that carry out an impact assessment on the protection of personal data must submit it to the Secretariat or the Guarantor Authorities, according to their area of competence, thirty days prior to the date on which they intend to put into operation or modify public policies, computer systems or platforms, electronic applications or any other technology, so that they may issue the corresponding non-binding recommendations.","Obligated subjects that carry out an impact assessment on the protection of personal data must submit it to the Secretariat or the Guarantor Authorities, according to their area of competence, thirty days prior to the date on which they intend to put into operation or modify public policies, computer systems or platforms, electronic applications or any other technology, so that they may issue the corresponding non-binding recommendations.",1218,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art72,72,T6-C9,T6,"The Secretariat or the Guarantor Authorities, depending on their area of competence, must issue, where appropriate, non-binding recommendations on the personal data protection impact assessment submitted by the controller.","The Secretariat or the Guarantor Authorities, depending on their area of competence, must issue, where appropriate, non-binding recommendations on the personal data protection impact assessment submitted by the controller. The deadline for issuing the recommendations referred to in the previous paragraph will be within thirty days from the day following the submission of the personal data protection impact assessment.",1224,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art73,73,T6-C9,T6,"When, in the opinion of the obligated subject, the effects intended to be achieved with the possible implementation or modification of public policies, computer systems or platforms, electronic applications or any other technology that involves the intensive or significant processing of personal data may be compromised, or when it involves emergency or urgent situations, it will not be necessary to carry out an impact assessment on the protection of personal data.","When, in the opinion of the obligated subject, the effects intended to be achieved with the possible implementation or modification of public policies, computer systems or platforms, electronic applications or any other technology that involves the intensive or significant processing of personal data may be compromised, or when it involves emergency or urgent situations, it will not be necessary to carry out an impact assessment on the protection of personal data.",1232,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art74,74,T6-C10,T6,"The obtaining and processing of personal data, in terms of the provisions of this Law, by the competent obligated subjects in instances of security, prosecution and administration of justice, is limited to those cases and categories of data that are necessary and proportional for the exercise of the functions related to national security, public safety, or for the prevention or prosecution of crimes. They must be stored in the databases established for this purpose.","The obtaining and processing of personal data, in terms of the provisions of this Law, by the competent obligated subjects in instances of security, prosecution and administration of justice, is limited to those cases and categories of data that are necessary and proportional for the exercise of the functions related to national security, public safety, or for the prevention or prosecution of crimes. They must be stored in the databases established for this purpose. Authorities that access and store personal data collected by individuals in compliance with the corresponding legal provisions must comply with the provisions set forth in this Chapter.",1242,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art75,75,T6-C10,T6,"In the processing of personal data, as well as in the use of databases for their storage, carried out by the competent obligated subjects of the security, law enforcement and administration of justice bodies, the principles established in Title Two of this Law must be complied with.","In the processing of personal data, as well as in the use of databases for their storage, carried out by the competent obligated subjects of the security, law enforcement and administration of justice bodies, the principles established in Title Two of this Law must be complied with. Private communications are inviolable. Only the federal judicial authority, at the request of the federal authority authorized by law or the head of the Public Prosecutor's Office of the corresponding federal entity, may authorize the intervention of any private communication.",1266,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art76,76,T6-C10,T6,"Those responsible for the databases referred to in this Chapter must establish high-level security measures to guarantee the integrity, availability and confidentiality of the information, which allow the protection of personal data against damage, loss, alteration, destruction or use, access or processing. unauthorized.","Those responsible for the databases referred to in this Chapter must establish high-level security measures to guarantee the integrity, availability and confidentiality of the information, which allow the protection of personal data against damage, loss, alteration, destruction or use, access or processing. unauthorized.",1272,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art77,77,T7-C11,T7,"Each responsible party shall have a Transparency Committee, which shall be composed and operate in accordance with the provisions of the General Law on Transparency and Access to Public Information and other applicable legal provisions.","Each responsible party shall have a Transparency Committee, which shall be composed and operate in accordance with the provisions of the General Law on Transparency and Access to Public Information and other applicable legal provisions. The Transparency Committee will be the highest authority on personal data protection.",1282,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
Art78,78,T7-C11,T7,"For the purposes of this Law and without prejudice to other powers conferred upon it in the regulations applicable to it, the Transparency Committee will have the following functions:","For the purposes of this Law and without prejudice to other powers conferred upon it in the regulations applicable to it, the Transparency Committee will have the following functions: I. Coordinate, supervise and carry out the necessary actions to guarantee the right to the protection of personal data in the organization of the controller, in accordance with the provisions of this document. Law and other applicable provisions on the matter; II. Establish, where appropriate, internal procedures to ensure the greatest efficiency in the management of requests for the exercise of ARCO rights; III. Confirm, modify or revoke decisions declaring the nonexistence of personal data, or denying the exercise of any of the ARCO rights for any reason; IV. Establish and supervise the application of specific criteria that are necessary for better compliance with this Law and other applicable provisions on the matter; V. Supervise, in coordination with the competent areas or administrative units, compliance with the measures, controls and actions provided for in the security document; VI. Follow up and comply with the resolutions issued by the Secretariat or the Guarantor Authorities, as appropriate; VII. Establish training and updating programs for public servants in matters of personal data protection, and VIII. To notify the internal supervisory body or equivalent body in cases where it becomes aware, in the exercise of its powers, of a suspected irregularity regarding certain personal data processing, particularly in cases involving a declaration of non-existence made by those responsible.",1286,Mexico LGPDPPSO (DOF 20-03-2025) — PDP-Public_03-21-2025_GoogleTranslate.pdf (machine translation)
