scf_control_id,scf_control_name,scf_domain,external_control_id,external_framework,external_framework_version,external_framework_full_name,relationship_type,strength,justification,date_established,notes
MON-16.3,Unauthorized Activities,Continuous Monitoring,2.3,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-01,Network Security Controls (NSC),Network Security,12,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-01,Network Security Controls (NSC),Network Security,12.1,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-01,Network Security Controls (NSC),Network Security,12.2,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-01,Network Security Controls (NSC),Network Security,12.3,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-01,Network Security Controls (NSC),Network Security,12.6,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-01,Network Security Controls (NSC),Network Security,12.1,CIS,CSC v8.1 IG1,CIS Critical Security Controls v8.1 Implementation Group 1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-01,Network Security Controls (NSC),Network Security,12.1,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-01,Network Security Controls (NSC),Network Security,12.2,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-01,Network Security Controls (NSC),Network Security,12.3,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-01,Network Security Controls (NSC),Network Security,12.6,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-01,Network Security Controls (NSC),Network Security,12.1,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-01,Network Security Controls (NSC),Network Security,12.2,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-01,Network Security Controls (NSC),Network Security,12.3,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-01,Network Security Controls (NSC),Network Security,12.6,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-01.1,Zero Trust Architecture (ZTA),Network Security,13.5,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-01.1,Zero Trust Architecture (ZTA),Network Security,13.5,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-01.1,Zero Trust Architecture (ZTA),Network Security,13.5,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-02,Layered Network Defenses ,Network Security,12.2,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-02,Layered Network Defenses ,Network Security,12.2,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-02,Layered Network Defenses ,Network Security,12.2,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-03,Boundary Protection ,Network Security,13.5,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-03,Boundary Protection ,Network Security,9.6,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-03,Boundary Protection ,Network Security,13.5,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-03,Boundary Protection ,Network Security,13.5,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-04,Data Flow Enforcement – Access Control Lists (ACLs),Network Security,3.3,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-04,Data Flow Enforcement – Access Control Lists (ACLs),Network Security,4.6,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-04,Data Flow Enforcement – Access Control Lists (ACLs),Network Security,12.6,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-04,Data Flow Enforcement – Access Control Lists (ACLs),Network Security,13.4,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-04,Data Flow Enforcement – Access Control Lists (ACLs),Network Security,3.3,CIS,CSC v8.1 IG1,CIS Critical Security Controls v8.1 Implementation Group 1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-04,Data Flow Enforcement – Access Control Lists (ACLs),Network Security,4.6,CIS,CSC v8.1 IG1,CIS Critical Security Controls v8.1 Implementation Group 1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-04,Data Flow Enforcement – Access Control Lists (ACLs),Network Security,3.3,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-04,Data Flow Enforcement – Access Control Lists (ACLs),Network Security,4.6,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-04,Data Flow Enforcement – Access Control Lists (ACLs),Network Security,12.6,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-04,Data Flow Enforcement – Access Control Lists (ACLs),Network Security,13.4,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-04,Data Flow Enforcement – Access Control Lists (ACLs),Network Security,3.3,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-04,Data Flow Enforcement – Access Control Lists (ACLs),Network Security,4.6,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-04,Data Flow Enforcement – Access Control Lists (ACLs),Network Security,12.6,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-04,Data Flow Enforcement – Access Control Lists (ACLs),Network Security,13.4,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-04.1,Deny Traffic by Default & Allow Traffic by Exception,Network Security,13.4,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-04.1,Deny Traffic by Default & Allow Traffic by Exception,Network Security,13.4,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-04.1,Deny Traffic by Default & Allow Traffic by Exception,Network Security,13.4,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-08,Network Intrusion Detection / Prevention Systems (NIDS / NIPS),Network Security,9.6,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-08,Network Intrusion Detection / Prevention Systems (NIDS / NIPS),Network Security,13.3,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-08,Network Intrusion Detection / Prevention Systems (NIDS / NIPS),Network Security,13.8,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-08,Network Intrusion Detection / Prevention Systems (NIDS / NIPS),Network Security,9.6,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-08,Network Intrusion Detection / Prevention Systems (NIDS / NIPS),Network Security,13.3,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-08,Network Intrusion Detection / Prevention Systems (NIDS / NIPS),Network Security,9.6,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-08,Network Intrusion Detection / Prevention Systems (NIDS / NIPS),Network Security,13.3,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-08,Network Intrusion Detection / Prevention Systems (NIDS / NIPS),Network Security,13.8,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-08.3,Host Containment,Network Security,1.2,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-10,Domain Name Service (DNS) Resolution ,Network Security,4.9,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-10,Domain Name Service (DNS) Resolution ,Network Security,4.9,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-10,Domain Name Service (DNS) Resolution ,Network Security,4.9,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-10.3,Sender Policy Framework (SPF),Network Security,9.5,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-10.3,Sender Policy Framework (SPF),Network Security,9.5,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-10.3,Sender Policy Framework (SPF),Network Security,9.5,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-14,Remote Access ,Network Security,12.7,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-14,Remote Access ,Network Security,12.7,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-14,Remote Access ,Network Security,12.7,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-14.1,Automated Monitoring & Control ,Network Security,12.7,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-14.1,Automated Monitoring & Control ,Network Security,12.7,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-14.1,Automated Monitoring & Control ,Network Security,12.7,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-14.2,Protection of Confidentiality / Integrity Using Encryption,Network Security,12.7,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-14.2,Protection of Confidentiality / Integrity Using Encryption,Network Security,12.7,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-14.2,Protection of Confidentiality / Integrity Using Encryption,Network Security,12.7,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-14.3,Managed Access Control Points,Network Security,12.7,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-14.3,Managed Access Control Points,Network Security,12.7,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-14.3,Managed Access Control Points,Network Security,12.7,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-14.7,Endpoint Security Validation ,Network Security,13.5,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-14.7,Endpoint Security Validation ,Network Security,13.5,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-14.7,Endpoint Security Validation ,Network Security,13.5,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-17,Data Loss Prevention (DLP) ,Network Security,3.13,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-17,Data Loss Prevention (DLP) ,Network Security,3.13,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-18,DNS & Content Filtering,Network Security,9,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-18,DNS & Content Filtering,Network Security,9.2,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-18,DNS & Content Filtering,Network Security,9.3,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-18,DNS & Content Filtering,Network Security,13.10,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-18,DNS & Content Filtering,Network Security,9.2,CIS,CSC v8.1 IG1,CIS Critical Security Controls v8.1 Implementation Group 1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-18,DNS & Content Filtering,Network Security,9.2,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-18,DNS & Content Filtering,Network Security,9.3,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-18,DNS & Content Filtering,Network Security,9.2,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-18,DNS & Content Filtering,Network Security,9.3,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-18,DNS & Content Filtering,Network Security,13.10,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-18.1,Route Internal Traffic to Proxy Servers,Network Security,13.10,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-18.1,Route Internal Traffic to Proxy Servers,Network Security,13.10,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
NET-20.4,Domain-Based Message Authentication Reporting and Conformance (DMARC),Network Security,9.5,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05,Personal Data (PD) Retention & Disposal,Data Privacy,3.5,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05,Personal Data (PD) Retention & Disposal,Data Privacy,3.5,CIS,CSC v8.1 IG1,CIS Critical Security Controls v8.1 Implementation Group 1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05,Personal Data (PD) Retention & Disposal,Data Privacy,3.5,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-05,Personal Data (PD) Retention & Disposal,Data Privacy,3.5,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-07.1,Data Privacy Requirements for Contractors & Service Providers ,Data Privacy,15.4,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-07.1,Data Privacy Requirements for Contractors & Service Providers ,Data Privacy,15.4,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRI-07.1,Data Privacy Requirements for Contractors & Service Providers ,Data Privacy,15.4,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRM-05,Cybersecurity & Data Privacy Requirements Definition,Project & Resource Management,15.7,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRM-05,Cybersecurity & Data Privacy Requirements Definition,Project & Resource Management,15.7,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRM-06,Business Process Definition ,Project & Resource Management,15.7,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRM-06,Business Process Definition ,Project & Resource Management,15.7,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRM-07,Secure Development Life Cycle (SDLC) Management,Project & Resource Management,15.7,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
PRM-07,Secure Development Life Cycle (SDLC) Management,Project & Resource Management,15.7,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
RSK-01,Risk Management Program ,Risk Management,16.6,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
RSK-01,Risk Management Program ,Risk Management,16.6,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
RSK-01,Risk Management Program ,Risk Management,16.6,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
RSK-01.1,Risk Framing,Risk Management,16.6,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
RSK-01.1,Risk Framing,Risk Management,16.6,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
RSK-01.1,Risk Framing,Risk Management,16.6,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
RSK-02,Risk-Based Security Categorization ,Risk Management,16.6,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
RSK-02,Risk-Based Security Categorization ,Risk Management,16.6,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
RSK-02,Risk-Based Security Categorization ,Risk Management,16.6,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
RSK-02.1,Impact-Level Prioritization,Risk Management,16.6,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
RSK-02.1,Impact-Level Prioritization,Risk Management,16.6,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
RSK-02.1,Impact-Level Prioritization,Risk Management,16.6,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
RSK-06,Risk Remediation ,Risk Management,18.3,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
RSK-06,Risk Remediation ,Risk Management,18.3,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
RSK-06,Risk Remediation ,Risk Management,18.3,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
RSK-06.2,Compensating Countermeasures,Risk Management,2.2,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
RSK-09,Supply Chain Risk Management (SCRM) Plan,Risk Management,15.2,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
RSK-09,Supply Chain Risk Management (SCRM) Plan,Risk Management,15.2,CIS,CSC v8.1 IG2,CIS Critical Security Controls v8.1 Implementation Group 2,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
RSK-09,Supply Chain Risk Management (SCRM) Plan,Risk Management,15.2,CIS,CSC v8.1 IG3,CIS Critical Security Controls v8.1 Implementation Group 3,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
RSK-09.1,Supply Chain Risk Assessment,Risk Management,15.5,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
SAT-01,Cybersecurity & Data Privacy-Minded Workforce ,Security Awareness & Training ,14,CIS,CSC v8.1,CIS Critical Security Controls v8.1,MAPS_TO,STRONG,Official SCF Mapping,2025-01-01,Official mapping from SCF 2025.2.2
