actprovision_id,citation,provision_kind,instrument,note,source_document
prov_s_16A_1,s 16A(1),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_16A_2,s 16A(2),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_16B,s 16B,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_16B_1,s 16B(1),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_16B_2,s 16B(2),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_16B_2_a,s 16B(2)(a),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_16B_3,s 16B(3),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_16B_4,s 16B(4),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_16B_5,s 16B(5),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_16C,s 16C,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_16C_1,s 16C(1),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_16C_2,s 16C(2),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_22,s 22,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_24,s 24,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_24AA,s 24AA,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_25,s 25,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_26,s 26,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_26B_1,s 26B(1),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_26B_2,s 26B(2),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_26C,s 26C,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_26C_4,s 26C(4),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_26E,s 26E,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_26H,s 26H,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_27,s 27,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_28_1,s 28(1),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_28_4,s 28(4),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_2A,s 2A,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_2A_a,s 2A(a),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_2A_f,s 2A(f),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_3,s 3,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_31,s 31,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_33,s 33,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_35A,s 35A,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_36,s 36,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_3_1,s 3(1),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_40A,s 40A,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_40_1A,s 40(1A),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_44,s 44,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_48,s 48,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_48_a,s 48(a),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_48_b,s 48(b),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_49,s 49,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_50,s 50,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_51,s 51,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_52,s 52,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_54,s 54,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_55M,s 55M,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_5B,s 5B,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_5B_1A,s 5B(1A),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_5B_2,s 5B(2),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_5B_3,s 5B(3),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_5B_3_b,s 5B(3)(b),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_5B_3_c,s 5B(3)(c),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_6AA,s 6AA,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_6A_2,s 6A(2),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_6A_4,s 6A(4),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_6C,s 6C,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_6C_1,s 6C(1),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_6D,s 6D,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_6D_4,s 6D(4),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_6D_9,s 6D(9),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_6EA,s 6EA,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_6E_1,s 6E(1),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_6E_1A,s 6E(1A),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_6E_1D,s 6E(1D),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_6E_2,s 6E(2),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_6_1,s 6(1),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_70,s 70,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_7A,s 7A,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_7B_3,s 7B(3),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_7_1_a,s 7(1)(a),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_8_1,s 8(1),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_8_2_c,s 8(2)(c),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_95A,s 95A,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_95AA,s 95AA,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_95B,s 95B,section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
prov_s_95B_3,s 95B(3),section,Privacy Act 1988 (Cth),Cited in source guidance; statutory text not present in the supplied sources.,"Office of the Australian Information Commissioner, Australian Privacy Principles Guidelines, Privacy Act 1988, combined October 2025 — KB 2/Australia/Australian Privacy Act 1988.pdf"
