control_id,control_name,source_framework,source_framework_version,source_framework_full_name,control_text
164.308(a)(2),HIPAA Control 164.308(a)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(2) from Health Insurance Portability and Accountability Act
164.308(a)(3)(i),HIPAA Control 164.308(a)(3)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(3)(i) from Health Insurance Portability and Accountability Act
164.308(a)(3)(ii)(A),HIPAA Control 164.308(a)(3)(ii)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(3)(ii)(A) from Health Insurance Portability and Accountability Act
164.308(a)(3)(ii)(B),HIPAA Control 164.308(a)(3)(ii)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(3)(ii)(B) from Health Insurance Portability and Accountability Act
164.308(a)(3)(ii)(C),HIPAA Control 164.308(a)(3)(ii)(C),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(3)(ii)(C) from Health Insurance Portability and Accountability Act
164.308(a)(4)(i),HIPAA Control 164.308(a)(4)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(4)(i) from Health Insurance Portability and Accountability Act
164.308(a)(4)(ii)(A),HIPAA Control 164.308(a)(4)(ii)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(4)(ii)(A) from Health Insurance Portability and Accountability Act
164.308(a)(4)(ii)(B),HIPAA Control 164.308(a)(4)(ii)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(4)(ii)(B) from Health Insurance Portability and Accountability Act
164.308(a)(4)(ii)(C),HIPAA Control 164.308(a)(4)(ii)(C),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(4)(ii)(C) from Health Insurance Portability and Accountability Act
164.308(a)(5)(i),HIPAA Control 164.308(a)(5)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(5)(i) from Health Insurance Portability and Accountability Act
164.308(a)(5)(ii)(A),HIPAA Control 164.308(a)(5)(ii)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(5)(ii)(A) from Health Insurance Portability and Accountability Act
164.308(a)(5)(ii)(B),HIPAA Control 164.308(a)(5)(ii)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(5)(ii)(B) from Health Insurance Portability and Accountability Act
164.308(a)(5)(ii)(C),HIPAA Control 164.308(a)(5)(ii)(C),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(5)(ii)(C) from Health Insurance Portability and Accountability Act
164.308(a)(5)(ii)(D),HIPAA Control 164.308(a)(5)(ii)(D),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(5)(ii)(D) from Health Insurance Portability and Accountability Act
164.308(a)(6)(i),HIPAA Control 164.308(a)(6)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(6)(i) from Health Insurance Portability and Accountability Act
164.308(a)(6)(ii),HIPAA Control 164.308(a)(6)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(6)(ii) from Health Insurance Portability and Accountability Act
164.308(a)(7)(i),HIPAA Control 164.308(a)(7)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(7)(i) from Health Insurance Portability and Accountability Act
164.308(a)(7)(ii)(A),HIPAA Control 164.308(a)(7)(ii)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(7)(ii)(A) from Health Insurance Portability and Accountability Act
164.308(a)(7)(ii)(B),HIPAA Control 164.308(a)(7)(ii)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(7)(ii)(B) from Health Insurance Portability and Accountability Act
164.308(a)(7)(ii)(C),HIPAA Control 164.308(a)(7)(ii)(C),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(7)(ii)(C) from Health Insurance Portability and Accountability Act
164.308(a)(7)(ii)(D),HIPAA Control 164.308(a)(7)(ii)(D),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(7)(ii)(D) from Health Insurance Portability and Accountability Act
164.308(a)(7)(ii)(E),HIPAA Control 164.308(a)(7)(ii)(E),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(7)(ii)(E) from Health Insurance Portability and Accountability Act
164.308(a)(8),HIPAA Control 164.308(a)(8),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(a)(8) from Health Insurance Portability and Accountability Act
164.308(b)(1),HIPAA Control 164.308(b)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(b)(1) from Health Insurance Portability and Accountability Act
164.308(b)(2),HIPAA Control 164.308(b)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(b)(2) from Health Insurance Portability and Accountability Act
164.308(b)(3),HIPAA Control 164.308(b)(3),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.308(b)(3) from Health Insurance Portability and Accountability Act
164.310(a)(1),HIPAA Control 164.310(a)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.310(a)(1) from Health Insurance Portability and Accountability Act
164.310(a)(2)(i),HIPAA Control 164.310(a)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.310(a)(2)(i) from Health Insurance Portability and Accountability Act
164.310(a)(2)(ii),HIPAA Control 164.310(a)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.310(a)(2)(ii) from Health Insurance Portability and Accountability Act
164.310(a)(2)(iii),HIPAA Control 164.310(a)(2)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.310(a)(2)(iii) from Health Insurance Portability and Accountability Act
164.310(a)(2)(iv),HIPAA Control 164.310(a)(2)(iv),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.310(a)(2)(iv) from Health Insurance Portability and Accountability Act
164.310(b),HIPAA Control 164.310(b),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.310(b) from Health Insurance Portability and Accountability Act
164.310(c),HIPAA Control 164.310(c),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.310(c) from Health Insurance Portability and Accountability Act
164.310(d)(1),HIPAA Control 164.310(d)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.310(d)(1) from Health Insurance Portability and Accountability Act
164.310(d)(2)(i),HIPAA Control 164.310(d)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.310(d)(2)(i) from Health Insurance Portability and Accountability Act
164.310(d)(2)(ii),HIPAA Control 164.310(d)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.310(d)(2)(ii) from Health Insurance Portability and Accountability Act
164.310(d)(2)(iii),HIPAA Control 164.310(d)(2)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.310(d)(2)(iii) from Health Insurance Portability and Accountability Act
164.310(d)(2)(iv),HIPAA Control 164.310(d)(2)(iv),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.310(d)(2)(iv) from Health Insurance Portability and Accountability Act
164.312(a)(1),HIPAA Control 164.312(a)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.312(a)(1) from Health Insurance Portability and Accountability Act
164.312(a)(2)(i),HIPAA Control 164.312(a)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.312(a)(2)(i) from Health Insurance Portability and Accountability Act
164.312(a)(2)(ii),HIPAA Control 164.312(a)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.312(a)(2)(ii) from Health Insurance Portability and Accountability Act
164.312(a)(2)(iii),HIPAA Control 164.312(a)(2)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.312(a)(2)(iii) from Health Insurance Portability and Accountability Act
164.312(a)(2)(iv),HIPAA Control 164.312(a)(2)(iv),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.312(a)(2)(iv) from Health Insurance Portability and Accountability Act
164.312(b),HIPAA Control 164.312(b),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.312(b) from Health Insurance Portability and Accountability Act
164.312(c)(1),HIPAA Control 164.312(c)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.312(c)(1) from Health Insurance Portability and Accountability Act
164.312(c)(2),HIPAA Control 164.312(c)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.312(c)(2) from Health Insurance Portability and Accountability Act
164.312(d),HIPAA Control 164.312(d),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.312(d) from Health Insurance Portability and Accountability Act
164.312(e)(1),HIPAA Control 164.312(e)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.312(e)(1) from Health Insurance Portability and Accountability Act
164.312(e)(2)(i),HIPAA Control 164.312(e)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.312(e)(2)(i) from Health Insurance Portability and Accountability Act
164.312(e)(2)(ii),HIPAA Control 164.312(e)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.312(e)(2)(ii) from Health Insurance Portability and Accountability Act
164.314(a)(1),HIPAA Control 164.314(a)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.314(a)(1) from Health Insurance Portability and Accountability Act
164.314(a)(2)(i)(B),HIPAA Control 164.314(a)(2)(i)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.314(a)(2)(i)(B) from Health Insurance Portability and Accountability Act
164.314(a)(2)(i)(C),HIPAA Control 164.314(a)(2)(i)(C),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.314(a)(2)(i)(C) from Health Insurance Portability and Accountability Act
164.314(a)(2)(ii),HIPAA Control 164.314(a)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.314(a)(2)(ii) from Health Insurance Portability and Accountability Act
164.314(a)(2)(iii),HIPAA Control 164.314(a)(2)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.314(a)(2)(iii) from Health Insurance Portability and Accountability Act
164.314(b)(1),HIPAA Control 164.314(b)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.314(b)(1) from Health Insurance Portability and Accountability Act
164.314(b)(2)(i),HIPAA Control 164.314(b)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.314(b)(2)(i) from Health Insurance Portability and Accountability Act
164.314(b)(2)(ii),HIPAA Control 164.314(b)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.314(b)(2)(ii) from Health Insurance Portability and Accountability Act
164.314(b)(2)(iii),HIPAA Control 164.314(b)(2)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.314(b)(2)(iii) from Health Insurance Portability and Accountability Act
164.314(b)(2)(iv),HIPAA Control 164.314(b)(2)(iv),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.314(b)(2)(iv) from Health Insurance Portability and Accountability Act
164.316(a),HIPAA Control 164.316(a),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.316(a) from Health Insurance Portability and Accountability Act
164.316(b)(1)(i),HIPAA Control 164.316(b)(1)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.316(b)(1)(i) from Health Insurance Portability and Accountability Act
164.316(b)(1)(ii),HIPAA Control 164.316(b)(1)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.316(b)(1)(ii) from Health Insurance Portability and Accountability Act
164.316(b)(2)(i),HIPAA Control 164.316(b)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.316(b)(2)(i) from Health Insurance Portability and Accountability Act
164.316(b)(2)(ii),HIPAA Control 164.316(b)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.316(b)(2)(ii) from Health Insurance Portability and Accountability Act
164.316(b)(2)(iii),HIPAA Control 164.316(b)(2)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.316(b)(2)(iii) from Health Insurance Portability and Accountability Act
164.402,HIPAA Control 164.402,HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.402 from Health Insurance Portability and Accountability Act
164.404(a)(1),HIPAA Control 164.404(a)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.404(a)(1) from Health Insurance Portability and Accountability Act
164.404(a)(2),HIPAA Control 164.404(a)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.404(a)(2) from Health Insurance Portability and Accountability Act
164.404(b),HIPAA Control 164.404(b),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.404(b) from Health Insurance Portability and Accountability Act
164.404(c)(1)(A),HIPAA Control 164.404(c)(1)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.404(c)(1)(A) from Health Insurance Portability and Accountability Act
164.404(c)(1)(B),HIPAA Control 164.404(c)(1)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.404(c)(1)(B) from Health Insurance Portability and Accountability Act
164.404(c)(1)(C),HIPAA Control 164.404(c)(1)(C),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.404(c)(1)(C) from Health Insurance Portability and Accountability Act
164.404(c)(1)(D),HIPAA Control 164.404(c)(1)(D),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.404(c)(1)(D) from Health Insurance Portability and Accountability Act
164.404(c)(1)(E),HIPAA Control 164.404(c)(1)(E),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.404(c)(1)(E) from Health Insurance Portability and Accountability Act
164.404(c)(2),HIPAA Control 164.404(c)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.404(c)(2) from Health Insurance Portability and Accountability Act
164.404(d)(1)(i),HIPAA Control 164.404(d)(1)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.404(d)(1)(i) from Health Insurance Portability and Accountability Act
164.404(d)(1)(ii),HIPAA Control 164.404(d)(1)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.404(d)(1)(ii) from Health Insurance Portability and Accountability Act
164.404(d)(2),HIPAA Control 164.404(d)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.404(d)(2) from Health Insurance Portability and Accountability Act
164.404(d)(2)(i),HIPAA Control 164.404(d)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.404(d)(2)(i) from Health Insurance Portability and Accountability Act
164.404(d)(2)(ii)(A),HIPAA Control 164.404(d)(2)(ii)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.404(d)(2)(ii)(A) from Health Insurance Portability and Accountability Act
164.404(d)(2)(ii)(B),HIPAA Control 164.404(d)(2)(ii)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.404(d)(2)(ii)(B) from Health Insurance Portability and Accountability Act
164.404(d)(3),HIPAA Control 164.404(d)(3),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.404(d)(3) from Health Insurance Portability and Accountability Act
164.406(a),HIPAA Control 164.406(a),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.406(a) from Health Insurance Portability and Accountability Act
164.406(b),HIPAA Control 164.406(b),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.406(b) from Health Insurance Portability and Accountability Act
164.406(c),HIPAA Control 164.406(c),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.406(c) from Health Insurance Portability and Accountability Act
164.408(a),HIPAA Control 164.408(a),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.408(a) from Health Insurance Portability and Accountability Act
164.408(b),HIPAA Control 164.408(b),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.408(b) from Health Insurance Portability and Accountability Act
164.408(c),HIPAA Control 164.408(c),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.408(c) from Health Insurance Portability and Accountability Act
164.410(a)(1),HIPAA Control 164.410(a)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.410(a)(1) from Health Insurance Portability and Accountability Act
164.410(a)(2),HIPAA Control 164.410(a)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.410(a)(2) from Health Insurance Portability and Accountability Act
164.410(b),HIPAA Control 164.410(b),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.410(b) from Health Insurance Portability and Accountability Act
164.410(c)(1),HIPAA Control 164.410(c)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.410(c)(1) from Health Insurance Portability and Accountability Act
164.410(c)(2),HIPAA Control 164.410(c)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.410(c)(2) from Health Insurance Portability and Accountability Act
164.412,HIPAA Control 164.412,HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.412 from Health Insurance Portability and Accountability Act
164.412(a),HIPAA Control 164.412(a),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.412(a) from Health Insurance Portability and Accountability Act
164.412(b),HIPAA Control 164.412(b),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.412(b) from Health Insurance Portability and Accountability Act
164.501,HIPAA Control 164.501,HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.501 from Health Insurance Portability and Accountability Act
164.502(a),HIPAA Control 164.502(a),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(a) from Health Insurance Portability and Accountability Act
164.502(a)(1)(i),HIPAA Control 164.502(a)(1)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(a)(1)(i) from Health Insurance Portability and Accountability Act
164.502(a)(1)(ii),HIPAA Control 164.502(a)(1)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(a)(1)(ii) from Health Insurance Portability and Accountability Act
164.502(a)(1)(iii),HIPAA Control 164.502(a)(1)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(a)(1)(iii) from Health Insurance Portability and Accountability Act
164.502(a)(2)(i),HIPAA Control 164.502(a)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(a)(2)(i) from Health Insurance Portability and Accountability Act
164.502(a)(2)(ii),HIPAA Control 164.502(a)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(a)(2)(ii) from Health Insurance Portability and Accountability Act
164.502(a)(3),HIPAA Control 164.502(a)(3),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(a)(3) from Health Insurance Portability and Accountability Act
164.502(a)(4)(i),HIPAA Control 164.502(a)(4)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(a)(4)(i) from Health Insurance Portability and Accountability Act
164.502(a)(4)(ii),HIPAA Control 164.502(a)(4)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(a)(4)(ii) from Health Insurance Portability and Accountability Act
164.502(a)(5)(i),HIPAA Control 164.502(a)(5)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(a)(5)(i) from Health Insurance Portability and Accountability Act
164.502(a)(5)(ii)(A),HIPAA Control 164.502(a)(5)(ii)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(a)(5)(ii)(A) from Health Insurance Portability and Accountability Act
164.502(b)(1),HIPAA Control 164.502(b)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(b)(1) from Health Insurance Portability and Accountability Act
164.502(c),HIPAA Control 164.502(c),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(c) from Health Insurance Portability and Accountability Act
164.502(d)(1),HIPAA Control 164.502(d)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(d)(1) from Health Insurance Portability and Accountability Act
164.502(e)(1)(i),HIPAA Control 164.502(e)(1)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(e)(1)(i) from Health Insurance Portability and Accountability Act
164.502(e)(1)(ii),HIPAA Control 164.502(e)(1)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(e)(1)(ii) from Health Insurance Portability and Accountability Act
164.502(e)(2),HIPAA Control 164.502(e)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(e)(2) from Health Insurance Portability and Accountability Act
164.502(g)(1),HIPAA Control 164.502(g)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(g)(1) from Health Insurance Portability and Accountability Act
164.502(g)(2),HIPAA Control 164.502(g)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(g)(2) from Health Insurance Portability and Accountability Act
164.502(g)(3)(i),HIPAA Control 164.502(g)(3)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(g)(3)(i) from Health Insurance Portability and Accountability Act
164.502(g)(3)(i)(A),HIPAA Control 164.502(g)(3)(i)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(g)(3)(i)(A) from Health Insurance Portability and Accountability Act
164.502(i),HIPAA Control 164.502(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.502(i) from Health Insurance Portability and Accountability Act
164.504(a),HIPAA Control 164.504(a),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.504(a) from Health Insurance Portability and Accountability Act
164.504(e)(2)(i),HIPAA Control 164.504(e)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.504(e)(2)(i) from Health Insurance Portability and Accountability Act
164.504(e)(2)(i)(A),HIPAA Control 164.504(e)(2)(i)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.504(e)(2)(i)(A) from Health Insurance Portability and Accountability Act
164.504(e)(2)(i)(B),HIPAA Control 164.504(e)(2)(i)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.504(e)(2)(i)(B) from Health Insurance Portability and Accountability Act
164.504(e)(2)(ii)(A),HIPAA Control 164.504(e)(2)(ii)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.504(e)(2)(ii)(A) from Health Insurance Portability and Accountability Act
164.504(e)(2)(ii)(B),HIPAA Control 164.504(e)(2)(ii)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.504(e)(2)(ii)(B) from Health Insurance Portability and Accountability Act
164.504(e)(2)(ii)(C),HIPAA Control 164.504(e)(2)(ii)(C),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.504(e)(2)(ii)(C) from Health Insurance Portability and Accountability Act
164.504(e)(2)(ii)(D),HIPAA Control 164.504(e)(2)(ii)(D),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.504(e)(2)(ii)(D) from Health Insurance Portability and Accountability Act
164.504(e)(2)(ii)(J),HIPAA Control 164.504(e)(2)(ii)(J),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.504(e)(2)(ii)(J) from Health Insurance Portability and Accountability Act
164.504(e)(2)(iii),HIPAA Control 164.504(e)(2)(iii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.504(e)(2)(iii) from Health Insurance Portability and Accountability Act
164.504(e)(4)(i),HIPAA Control 164.504(e)(4)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.504(e)(4)(i) from Health Insurance Portability and Accountability Act
164.504(e)(4)(i)(A),HIPAA Control 164.504(e)(4)(i)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.504(e)(4)(i)(A) from Health Insurance Portability and Accountability Act
164.504(e)(4)(i)(B),HIPAA Control 164.504(e)(4)(i)(B),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.504(e)(4)(i)(B) from Health Insurance Portability and Accountability Act
164.504(e)(4)(i)(B)(ii),HIPAA Control 164.504(e)(4)(i)(B)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.504(e)(4)(i)(B)(ii) from Health Insurance Portability and Accountability Act
164.504(e)(4)(i)(B)(ii)(A),HIPAA Control 164.504(e)(4)(i)(B)(ii)(A),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.504(e)(4)(i)(B)(ii)(A) from Health Insurance Portability and Accountability Act
164.504(e)(4)(i)(B)(ii)(B)(1),HIPAA Control 164.504(e)(4)(i)(B)(ii)(B)(1),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.504(e)(4)(i)(B)(ii)(B)(1) from Health Insurance Portability and Accountability Act
164.504(e)(4)(i)(B)(ii)(B)(2),HIPAA Control 164.504(e)(4)(i)(B)(ii)(B)(2),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.504(e)(4)(i)(B)(ii)(B)(2) from Health Insurance Portability and Accountability Act
164.504(f)(1)(i),HIPAA Control 164.504(f)(1)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.504(f)(1)(i) from Health Insurance Portability and Accountability Act
164.504(f)(2)(i),HIPAA Control 164.504(f)(2)(i),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.504(f)(2)(i) from Health Insurance Portability and Accountability Act
164.504(f)(2)(ii),HIPAA Control 164.504(f)(2)(ii),HIPAA,Administrative Simplification 2013,Health Insurance Portability and Accountability Act,Control 164.504(f)(2)(ii) from Health Insurance Portability and Accountability Act
