source_id,target_id,rel_type,maturity_level
C025,C025_S008,HAS_DECLARATIVE_STATEMENT,Intermediate
C025,C025_S009,HAS_DECLARATIVE_STATEMENT,Intermediate
C025,C025_S010,HAS_DECLARATIVE_STATEMENT,Advanced
C025,C025_S011,HAS_DECLARATIVE_STATEMENT,Innovative
C026,C026_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C026,C026_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C026,C026_S003,HAS_DECLARATIVE_STATEMENT,Baseline
C026,C026_S004,HAS_DECLARATIVE_STATEMENT,Baseline
C026,C026_S005,HAS_DECLARATIVE_STATEMENT,Baseline
C026,C026_S006,HAS_DECLARATIVE_STATEMENT,Baseline
C026,C026_S007,HAS_DECLARATIVE_STATEMENT,Evolving
C026,C026_S008,HAS_DECLARATIVE_STATEMENT,Evolving
C026,C026_S009,HAS_DECLARATIVE_STATEMENT,Evolving
C026,C026_S010,HAS_DECLARATIVE_STATEMENT,Evolving
C026,C026_S011,HAS_DECLARATIVE_STATEMENT,Evolving
C026,C026_S012,HAS_DECLARATIVE_STATEMENT,Intermediate
C026,C026_S013,HAS_DECLARATIVE_STATEMENT,Intermediate
C026,C026_S014,HAS_DECLARATIVE_STATEMENT,Intermediate
C026,C026_S015,HAS_DECLARATIVE_STATEMENT,Intermediate
C026,C026_S016,HAS_DECLARATIVE_STATEMENT,Advanced
C026,C026_S017,HAS_DECLARATIVE_STATEMENT,Advanced
C026,C026_S018,HAS_DECLARATIVE_STATEMENT,Advanced
C026,C026_S019,HAS_DECLARATIVE_STATEMENT,Innovative
C026,C026_S020,HAS_DECLARATIVE_STATEMENT,Innovative
C027,C027_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C027,C027_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C027,C027_S003,HAS_DECLARATIVE_STATEMENT,Baseline
C027,C027_S004,HAS_DECLARATIVE_STATEMENT,Evolving
C027,C027_S005,HAS_DECLARATIVE_STATEMENT,Evolving
C027,C027_S006,HAS_DECLARATIVE_STATEMENT,Evolving
C027,C027_S007,HAS_DECLARATIVE_STATEMENT,Intermediate
C027,C027_S008,HAS_DECLARATIVE_STATEMENT,Intermediate
C027,C027_S009,HAS_DECLARATIVE_STATEMENT,Intermediate
C027,C027_S010,HAS_DECLARATIVE_STATEMENT,Intermediate
C027,C027_S011,HAS_DECLARATIVE_STATEMENT,Intermediate
C027,C027_S012,HAS_DECLARATIVE_STATEMENT,Advanced
C027,C027_S013,HAS_DECLARATIVE_STATEMENT,Advanced
C027,C027_S014,HAS_DECLARATIVE_STATEMENT,Advanced
C027,C027_S015,HAS_DECLARATIVE_STATEMENT,Advanced
C027,C027_S016,HAS_DECLARATIVE_STATEMENT,Advanced
C027,C027_S017,HAS_DECLARATIVE_STATEMENT,Innovative
C027,C027_S018,HAS_DECLARATIVE_STATEMENT,Innovative
C027,C027_S019,HAS_DECLARATIVE_STATEMENT,Innovative
C027,C027_S020,HAS_DECLARATIVE_STATEMENT,Innovative
C028,C028_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C028,C028_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C028,C028_S003,HAS_DECLARATIVE_STATEMENT,Baseline
C028,C028_S004,HAS_DECLARATIVE_STATEMENT,Evolving
C028,C028_S005,HAS_DECLARATIVE_STATEMENT,Intermediate
C028,C028_S006,HAS_DECLARATIVE_STATEMENT,Intermediate
C028,C028_S007,HAS_DECLARATIVE_STATEMENT,Intermediate
C028,C028_S008,HAS_DECLARATIVE_STATEMENT,Intermediate
C028,C028_S009,HAS_DECLARATIVE_STATEMENT,Intermediate
C028,C028_S010,HAS_DECLARATIVE_STATEMENT,Advanced
C028,C028_S011,HAS_DECLARATIVE_STATEMENT,Advanced
C028,C028_S012,HAS_DECLARATIVE_STATEMENT,Innovative
C029,C029_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C029,C029_S002,HAS_DECLARATIVE_STATEMENT,Evolving
C029,C029_S003,HAS_DECLARATIVE_STATEMENT,Evolving
C029,C029_S004,HAS_DECLARATIVE_STATEMENT,Evolving
C029,C029_S005,HAS_DECLARATIVE_STATEMENT,Evolving
C029,C029_S006,HAS_DECLARATIVE_STATEMENT,Evolving
C029,C029_S007,HAS_DECLARATIVE_STATEMENT,Evolving
C029,C029_S008,HAS_DECLARATIVE_STATEMENT,Evolving
C029,C029_S009,HAS_DECLARATIVE_STATEMENT,Evolving
C029,C029_S010,HAS_DECLARATIVE_STATEMENT,Intermediate
C029,C029_S011,HAS_DECLARATIVE_STATEMENT,Intermediate
C029,C029_S012,HAS_DECLARATIVE_STATEMENT,Intermediate
C029,C029_S013,HAS_DECLARATIVE_STATEMENT,Intermediate
C029,C029_S014,HAS_DECLARATIVE_STATEMENT,Advanced
C029,C029_S015,HAS_DECLARATIVE_STATEMENT,Advanced
C029,C029_S016,HAS_DECLARATIVE_STATEMENT,Advanced
C029,C029_S017,HAS_DECLARATIVE_STATEMENT,Innovative
C029,C029_S018,HAS_DECLARATIVE_STATEMENT,Innovative
C030,C030_S001,HAS_DECLARATIVE_STATEMENT,Baseline
C030,C030_S002,HAS_DECLARATIVE_STATEMENT,Baseline
C030,C030_S003,HAS_DECLARATIVE_STATEMENT,Baseline
C030,C030_S004,HAS_DECLARATIVE_STATEMENT,Baseline
C030,C030_S005,HAS_DECLARATIVE_STATEMENT,Evolving
C030,C030_S006,HAS_DECLARATIVE_STATEMENT,Evolving
C030,C030_S007,HAS_DECLARATIVE_STATEMENT,Evolving
C030,C030_S008,HAS_DECLARATIVE_STATEMENT,Intermediate
C030,C030_S009,HAS_DECLARATIVE_STATEMENT,Intermediate
C030,C030_S010,HAS_DECLARATIVE_STATEMENT,Intermediate
C030,C030_S011,HAS_DECLARATIVE_STATEMENT,Advanced
C030,C030_S012,HAS_DECLARATIVE_STATEMENT,Advanced
C030,C030_S013,HAS_DECLARATIVE_STATEMENT,Innovative
