risk_id,title,description,functional_domain,domain,catalogs,source_document
risk_inadequate_risk_assessment_methodology,Inadequate risk assessment methodology,The inability to perform consistent qualitative/quantitative risk assessments and maintain a defensible risk register.,Enterprise Risk Management (ERM),Information Security Governance,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_inadequate_secure_design_reviews,Inadequate secure design reviews,The inability to perform threat modeling and architecture reviews for new systems and significant changes.,Secure Software Development (SSDLC),AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_inadequate_security_regression_testing,Inadequate security regression testing,The inability to detect re-introduced security defects before deployment.,Secure Software Development (SSDLC),AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_inadequate_siem_soar_use,Inadequate SIEM/SOAR use,"The inability to correlate events and automate response, leading to delayed detection and response.",Security Operations (SecOps),Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_inadequate_signing_and_integrity_controls,Inadequate signing and integrity controls,"The inability to sign code, artifacts, and critical communications, enabling tampering and supply chain attacks.",Cryptography & Key Management,Data Privacy & Protection,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_inadequate_third_party_practices,Inadequate third-party practices,Insufficient Cybersecurity Supply Chain Risk Management (C‑SCRM) practices that cannot securely support the organization's technologies & processes.,Enterprise Risk Management (ERM),Information Security Governance,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_inadequate_threat_hunting_capability,Inadequate threat hunting capability,The inability to proactively search for indicators of compromise and anomalous behavior.,Security Operations (SecOps),Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_incomplete_asset_inventory,Incomplete asset inventory,"The inability to identify and maintain an accurate inventory of hardware, software, cloud resources, identities, and data stores.",Asset & Inventory Management,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_incomplete_vulnerability_discovery,Incomplete vulnerability discovery,"The inability to continuously discover vulnerabilities across IT, cloud, SaaS, containers, and OT where feasible.",Vulnerability Management,Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_inconsistent_policies_and_standards,Inconsistent policies and standards,"The inability to maintain coherent, current policies/standards across regions, business units, and platforms.","Policy, Compliance & Audit",Information Security Governance,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_incorrect_controls_scoping,Incorrect controls scoping,Missing or incorrect cybersecurity and/or privacy controls due to incorrect or inadequate control scoping practices.,Strategy & Oversight,Information Security Governance,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_increased_cost_of_capital_insurance,Increased cost of capital / insurance,Higher cyber insurance premiums or reduced coverage due to poor risk posture.,Enterprise Risk Management (ERM),Information Security Governance,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_ineffective_remediation_actions,Ineffective remediation actions,The inability to ensure incident response actions were correct and/or effective.,Incident Management & Forensics,Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_ineffective_remediation_prioritization,Ineffective remediation prioritization,"The inability to prioritize remediation using exploitability and asset criticality (e.g., known exploited vulnerabilities).",Vulnerability Management,Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_information_loss_corruption_or_system_compromise_due_to_non_technical_attack,Information loss / corruption or system compromise due to non‑technical attack,"A non-technical attack that compromises data, systems, applications or services (e.g., social engineering, sabotage, etc.).",Business Continuity & Recovery,Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_information_loss_corruption_or_system_compromise_due_to_technical_attack,Information loss / corruption or system compromise due to technical attack,"A technical attack that compromises data, systems, applications or services (e.g., malware, phishing, hacking, etc.).",Business Continuity & Recovery,Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_injection_vulnerabilities,Injection vulnerabilities,"The inability to prevent injection (SQL/NoSQL/command), leading to data theft, integrity loss, or RCE.",Application Runtime Defense,Application & Product Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insecure_api_data_access,Insecure API data access,"The inability to control and monitor API access to data, enabling scraping, enumeration, and mass data extraction.",Data Governance & Lifecycle,Data Privacy & Protection,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insecure_api_design_and_abuse,Insecure API design and abuse,"The inability to secure APIs (authz, rate limiting, schema validation), enabling enumeration and abuse.",Application Runtime Defense,Application & Product Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insecure_asset_configuration_baselines,Insecure asset configuration baselines,"The inability to define and enforce hardened baselines for servers, endpoints, network devices, and cloud services.",Asset & Inventory Management,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insecure_ci_cd_pipelines,Insecure CI/CD pipelines,"The inability to protect build systems, code signing, secrets, and pipeline permissions, enabling tampered releases.",DevSecOps & Automation,Application & Product Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insecure_configuration_drift,Insecure configuration drift,The inability to detect and remediate configuration drift leading to exposure and control regression.,Vulnerability Management,Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insecure_container_and_kubernetes_posture,Insecure container and Kubernetes posture,"The inability to harden and monitor containers/orchestration, enabling breakout and supply chain compromise.",Cloud-Native Application Protection (CNAPP),Cloud & Platform Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insecure_data_replication_and_backups,Insecure data replication and backups,"The inability to protect replicated data and backups (access control, immutability), enabling ransomware and data theft.",Data Governance & Lifecycle,Data Privacy & Protection,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insecure_deserialization_and_memory_safety_issues,Insecure deserialization and memory safety issues,"The inability to prevent unsafe deserialization or memory corruption, enabling RCE.",Application Runtime Defense,Application & Product Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insecure_developer_workstations,Insecure developer workstations,"The inability to secure developer endpoints and credentials, enabling source/code compromise.",Secure Software Development (SSDLC),AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insecure_identity_recovery_and_proofing,Insecure identity recovery and proofing,"The inability to securely verify identity during enrollment and recovery, enabling fraudulent resets.","Identity Assurance, Credentials, and Decentralized Identity",Identity and Access Management,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insecure_model_serialization,Insecure Model Serialization,"The use of unsafe serialization formats (e.g., Pickle) instead of safe alternatives (e.g., Safetensors), allowing arbitrary code execution upon model loading.45",Secure Software Development (SSDLC),AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insecure_multi_tenancy_isolation,Insecure multi-tenancy isolation,"The inability to enforce tenant isolation, enabling cross-tenant data exposure.",Application Runtime Defense,Application & Product Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insecure_network_device_hardening,Insecure network device hardening,"The inability to baseline and patch routers, switches, firewalls, and appliances, enabling compromise.",Network Defense & Segmentation,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insecure_ot_protocols,Insecure OT protocols,"The inability to protect inherently insecure industrial protocols, enabling spoofing, replay, and manipulation.",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insecure_remote_access_to_ot,Insecure remote access to OT,"The inability to secure vendor/engineer remote access to OT environments, enabling unauthorized control actions.",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insecure_saas_tenant_configuration,Insecure SaaS tenant configuration,"The inability to configure SaaS security settings (sharing, admin roles, OAuth apps), enabling compromise and data leakage.",Cloud Security Posture Management (CSPM),Cloud & Platform Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insecure_secrets_management,Insecure secrets management,"The inability to store and rotate secrets (API keys, tokens, passwords) securely, leading to unauthorized access.",Cryptography & Key Management,Data Privacy & Protection,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insecure_service_and_machine_identities,Insecure service and machine identities,"The inability to control non-human identities (service accounts, API keys, certificates) and prevent misuse or privilege escalation.",Entitlement and Authorization Governance,Identity and Access Management,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insecure_virtual_desktop_remote_workstation_controls,Insecure virtual desktop / remote workstation controls,The inability to harden and monitor VDI/jump hosts used for privileged or OT access.,Endpoint Security & Hardening,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insecure_wireless_networks,Insecure wireless networks,"The inability to secure Wi‑Fi (strong auth, segmentation), enabling rogue AP, interception, and unauthorized access.",Network Defense & Segmentation,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insider_threat_exploitation,Insider threat exploitation,"The inability to prevent, detect, and respond to malicious or negligent insider behavior.",Personnel Security,Personnel & Physical Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insufficient_ai_governance,Insufficient AI governance,"The inability to define and oversee AI policies, model inventory, risk assessments, and accountability.",Enterprise Risk Management (ERM),Information Security Governance,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insufficient_application_security_testing,Insufficient application security testing,"The inability to perform SAST/DAST/IAST and secure code reviews, allowing defects into production.",Application Runtime Defense,Application & Product Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insufficient_cloud_logging_and_monitoring,Insufficient cloud logging and monitoring,The inability to enable and centralize audit logs and detections for cloud services.,Cloud Governance & Strategy,Cloud & Platform Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insufficient_code_integrity_controls,Insufficient code integrity controls,"The inability to enforce branch protection, reviews, and signed commits, enabling unauthorized code changes.",Secure Software Development (SSDLC),AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insufficient_consent_management,Insufficient consent management,"The inability to capture, manage, and prove consent/opt-out signals across systems and vendors.",Privacy & Regulatory Compliance,Data Privacy & Protection,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insufficient_crisis_management_governance,Insufficient crisis management governance,"The inability to manage major events (cyber, safety, operational) with clear decision rights and playbooks.",Business Continuity & Recovery,Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insufficient_customer_identity_protections_ciam,Insufficient customer identity protections (CIAM),"The inability to protect external user accounts (rate limits, bot defense, MFA options), enabling fraud and account compromise.",Access and Interaction Management,Identity and Access Management,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insufficient_detection_engineering,Insufficient detection engineering,The inability to build and maintain detections aligned to adversary techniques and business risks.,Security Operations (SecOps),Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insufficient_edr_coverage,Insufficient EDR coverage,"The inability to deploy and operate endpoint detection and response uniformly, creating blind spots.",Endpoint Security & Hardening,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insufficient_endpoint_hardening,Insufficient endpoint hardening,"The inability to apply hardened configurations (local admin restrictions, exploit mitigations) on endpoints.",Endpoint Security & Hardening,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insufficient_forensic_readiness,Insufficient forensic readiness,"The inability to preserve evidence (time sync, logging, acquisition) and support investigations.",Incident Management & Forensics,Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insufficient_ongoing_monitoring,Insufficient ongoing monitoring,"The inability to continuously monitor third-party risk (changes, breaches, control drift).",Vendor Risk Governance,Third-Party Risk Management,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insufficient_perimeter_controls,Insufficient perimeter controls,"The inability to control ingress/egress (firewalls, WAF, DDoS protections), enabling exploitation and data exfiltration.",Network Defense & Segmentation,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insufficient_privacy_notice_and_transparency,Insufficient privacy notice and transparency,The inability to provide accurate and timely privacy disclosures and updates to individuals.,Privacy & Regulatory Compliance,Data Privacy & Protection,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insufficient_security_architecture_governance,Insufficient security architecture governance,The inability to enforce reference architectures and security-by-design reviews for new initiatives.,Strategy & Oversight,Information Security Governance,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insufficient_security_logging,Insufficient security logging,"The inability to log security-relevant events across endpoints, servers, identities, cloud, and applications.",Security Operations (SecOps),Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insufficient_security_requirements_management,Insufficient security requirements management,The inability to define and test security requirements as part of product acceptance criteria.,Secure Software Development (SSDLC),AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insufficient_session_control,Insufficient session control,"The inability to manage sessions (timeouts, re-authentication, device binding), increasing risk of session hijacking and persistence.",Access and Interaction Management,Identity and Access Management,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insufficient_surveillance_and_detection,Insufficient surveillance and detection,The inability to detect unauthorized access attempts through monitoring and alarms.,Physical Environmental Security,Personnel & Physical Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_insufficient_vendor_due_diligence,Insufficient vendor due diligence,"The inability to evaluate vendor security, privacy, and resilience controls before onboarding.",Vendor Risk Governance,Third-Party Risk Management,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_integrity_monitoring_data_tampering,Integrity monitoring data tampering,"The inability to protect integrity monitoring systems and data, leading to undetected hazards.",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_key_management_and_secret_leakage_in_cloud,Key management and secret leakage in cloud,The inability to protect cloud KMS keys and secrets in CI/CD and runtime environments.,Cloud Workload Protection (CWPP),Cloud & Platform Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_lack_of_a_security_minded_workforce,Lack of a security-minded workforce,The inability to appropriately educate and train personnel to foster a security-minded workforce.,Personnel Security,Personnel & Physical Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_lack_of_ai_model_provenance,Lack of AI Model Provenance,"The inability to verify the origin, training data, and integrity of third-party models using standards like C2PA or model signing, leading to the use of tampered models.67",Acquisition & Supply Chain,AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_lack_of_ai_system_inventory,Lack of AI system inventory,"The inability to maintain an inventory of AI models, datasets, prompts, and integrations, leading to unmanaged risk.",AI Governance & Safety,AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_lack_of_ai_systems_management_aims_certification,Lack of AI Systems Management (AIMS) Certification,"The failure to align with ISO/IEC 42001, resulting in an inability to demonstrate a certifiable standard of care for AI governance to regulators and partners.1718","Policy, Compliance & Audit",Information Security Governance,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_lack_of_identity_telemetry_and_anomaly_detection,Lack of identity telemetry and anomaly detection,"The inability to log and detect abnormal sign-in patterns, impossible travel, risky sign-ins, and admin actions.",Privileged Access Management (PAM),Identity and Access Management,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_lack_of_model_monitoring_and_drift_detection,Lack of model monitoring and drift detection,"The inability to monitor performance and drift, leading to degraded or unsafe outcomes over time.",AI Governance & Safety,AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_lack_of_monitoring_for_privileged_actions,Lack of monitoring for privileged actions,"The inability to monitor admin operations, privileged role changes, and high-risk activity.",Security Operations (SecOps),Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_lack_of_oversight_of_internal_controls,Lack of oversight of internal controls,The inability to demonstrate appropriate evidence of due diligence and due care in overseeing internal cybersecurity and/or privacy controls.,"Policy, Compliance & Audit",Information Security Governance,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_lack_of_oversight_of_third_party_controls,Lack of oversight of third-party controls,The inability to demonstrate appropriate evidence of due diligence and due care in overseeing third‑party cybersecurity and/or privacy controls.,"Policy, Compliance & Audit",Information Security Governance,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_lack_of_roles_responsibilities,Lack of roles & responsibilities,Insufficient cybersecurity and/or privacy roles & responsibilities that cannot securely support the organization's technologies & processes.,Strategy & Oversight,Information Security Governance,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_lack_of_runtime_application_protection,Lack of runtime application protection,"The inability to detect and respond to attacks at runtime (WAF/RASP), increasing dwell time.",Application Runtime Defense,Application & Product Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_litigation_and_class_actions,Litigation and class actions,Financial and operational impact from lawsuits related to cyber/privacy/AI incidents.,Enterprise Risk Management (ERM),Information Security Governance,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_log_integrity_and_retention_failures,Log integrity and retention failures,The inability to protect logs from tampering and retain them for required durations.,Security Operations (SecOps),Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_loss_of_critical_assets_in_transit,Loss of critical assets in transit,"The inability to secure logistics and transport of sensitive assets (hardware, media), enabling compromise.",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_loss_of_integrity_through_unauthorized_changes,Loss of integrity through unauthorized changes,Unauthorized changes that corrupt the integrity of the system / application / service.,Asset & Inventory Management,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_loss_of_revenue,Loss of revenue,"A negative impact on the ability to generate revenue (e.g., loss of clients or inability to generate future revenue).",Enterprise Risk Management (ERM),Information Security Governance,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_loss_of_strategic_partnerships,Loss of strategic partnerships,Termination or reduction of partner relationships due to security assurance failures.,Enterprise Risk Management (ERM),Information Security Governance,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_loss_of_view_loss_of_control,Loss of view / loss of control,The inability to maintain reliable monitoring and control of OT processes due to cyber compromise or control system failure.,Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_lost_damaged_or_stolen_asset_s,"Lost, damaged or stolen asset(s)","Lost, damaged or stolen assets.",Asset & Inventory Management,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_malware_infection_and_persistence,Malware infection and persistence,"The inability to prevent/detect malware execution, persistence mechanisms, and credential theft on endpoints.",Endpoint Security & Hardening,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_market_infrastructure_disruption,Market infrastructure disruption,"The inability to protect trading/clearing/settlement systems, causing systemic operational impact.",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_market_operations_manipulation,Market operations manipulation,"The inability to secure market/dispatch systems, enabling fraud or manipulation of energy markets.",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_misconfigured_cloud_identity_and_permissions,Misconfigured cloud identity and permissions,"The inability to configure IAM (roles, policies, cross-account trust) securely, enabling privilege abuse.",Cloud Security Posture Management (CSPM),Cloud & Platform Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_misconfigured_routing_and_acls,Misconfigured routing and ACLs,"The inability to manage routing/ACL changes safely, leading to unintended exposure and outages.",Network Defense & Segmentation,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_model_inversion_and_membership_inference,Model inversion and membership inference,The inability to prevent attacks that infer training data or membership from model outputs.,Emerging Tech Defense,AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_model_theft_and_extraction,Model theft and extraction,"The inability to protect models from unauthorized copying via APIs, insider actions, or supply chain compromise.",Emerging Tech Defense,AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_multi_agent_coordination_failure,Multi-Agent Coordination Failure,"The inability to prevent ""cascading failures"" where one compromised agent in a swarm corrupts the context or instructions of downstream agents.13",AI Governance & Safety,AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_navigation_and_positioning_integrity_loss,Navigation and positioning integrity loss,"The inability to protect GPS/GNSS and navigation data, enabling spoofing/jamming and unsafe routing.",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_neural_data_privacy_violation,Neural Data Privacy Violation,"The inability to segregate and protect ""neural data"" (brain activity) as a distinct, high-risk category of sensitive data, violating emerging laws in jurisdictions like Chile, Brazil, and Mexico.1213",Privacy & Regulatory Compliance,Data Privacy & Protection,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_non_compliant_collection_and_processing,Non-compliant collection and processing,"The inability to ensure lawful basis, purpose limitation, and transparency for personal data processing.",Privacy & Regulatory Compliance,Data Privacy & Protection,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_offboarding_process_failures,Offboarding process failures,"The inability to deprovision identities, recover assets, and revoke access promptly at termination.",Personnel Security,Personnel & Physical Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_open_source_governance_failure,Open-source governance failure,"The inability to manage OSS use (SBOMs, vulnerability response, licensing), increasing security and legal exposure.",Acquisition & Supply Chain,AI & Emerging Technology Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_operational_resilience_noncompliance,Operational resilience noncompliance,"The inability to meet resilience obligations (impact tolerances, testing, third-party oversight) where applicable.",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_orbital_asset_command_intrusion,Orbital Asset Command Intrusion,"The inability to secure command-and-control links for space assets against spoofing or jamming, leading to loss of control over satellites (referenced by Space-ISAC/SPARTA).16",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_ot_incident_response_immaturity,OT incident response immaturity,"The inability to execute OT-safe IR playbooks (containment, recovery) without safety/availability harm.",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_overreliance_on_shared_responsibility_assumptions,Overreliance on shared responsibility assumptions,"The inability to understand and execute customer-side responsibilities, leaving gaps in security posture.",Cloud Governance & Strategy,Cloud & Platform Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_patch_constraints_and_legacy_exposure,Patch constraints and legacy exposure,The inability to patch OT components due to availability/safety constraints without compensating controls.,Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_patch_deployment_failures,Patch deployment failures,The inability to deploy patches safely and timely due to process gaps or operational constraints.,Vulnerability Management,Cyber Defense & Resilience,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
risk_payment_messaging_compromise,Payment messaging compromise,"The inability to secure payment systems and messages, enabling fraud, loss, or repudiation.",Critical Infrastructure Protection,Infrastructure & Network Security,risk,DTOP-OLD/client/src/assets/docs/knowledgeRepository/graph/DtopCatalogs/risk-catalog.json
